brand,domain,site,operator,licence,issued,expiry,already_listed,contact_url_guess,contact_email,status,contacted_on,notes
Csgopositive,csgopositive.com,https://csgopositive.com,Positive Gaming Ltd,ALSI-202502008-FI1,2025-02-05,2027-02-04,no,https://csgopositive.com/contact,,not contacted,,
Csgopositive,csgopositive.gg,https://csgopositive.gg,Positive Gaming Ltd,ALSI-202502008-FI1,2025-02-05,2027-02-04,no,https://csgopositive.gg/contact,,not contacted,,
Csgopositive,csgopositive.me,https://csgopositive.me,Positive Gaming Ltd,ALSI-202502008-FI1,2025-02-05,2027-02-04,no,https://csgopositive.me/contact,,not contacted,,
Panda,panda.bet,https://panda.bet,Elysium Interactive SRL,ALSI-202502033-FI2,2025-02-04,2026-02-03,no,https://panda.bet/contact,,not contacted,,
Betenjoy07,betenjoy07.com,https://betenjoy07.com,Nexus Entertainment Ltd,ALSI-202502038-FI2,2025-02-03,2026-02-02,no,https://betenjoy07.com/contact,,not contacted,,
Bitcoin,bitcoin.game,https://bitcoin.game,Nexus Entertainment Ltd,ALSI-202502038-FI2,2025-02-03,2026-02-02,no,https://bitcoin.game/contact,,not contacted,,
Luckyin,luckyin.com,https://luckyin.com,Lucky International Ltd,ALSI-202502002-FI1,2025-02-01,2026-01-31,no,https://luckyin.com/contact,,not contacted,,
Claps,claps.com,https://claps.com,Redline Solutions Limited,ALSI-202502005-FI1,2025-02-01,2027-01-31,no,https://claps.com/contact,,not contacted,,
Claps,claps.net,https://claps.net,Redline Solutions Limited,ALSI-202502005-FI1,2025-02-01,2027-01-31,no,https://claps.net/contact,,not contacted,,
Superboss,superboss.casino,https://superboss.casino,Gambit Limited,ALSI-202412038-FI2,2025-01-31,2026-01-30,no,https://superboss.casino/contact,,not contacted,,
Casino Xo777,casino-xo777.com,https://casino-xo777.com,Gambit Limited,ALSI-202412038-FI2,2025-01-31,2026-01-30,no,https://casino-xo777.com/contact,,not contacted,,
Moovbet,moovbet.com,https://moovbet.com,Maktub Tech N.V.,ALSI-202501028-FI2,2025-01-31,2026-01-30,no,https://moovbet.com/contact,,not contacted,,
Topxgo,topxgo.com,https://topxgo.com,TopX Limited,ALSI-202501030-FI2,2025-01-31,2027-01-30,no,https://topxgo.com/contact,,not contacted,,
Top X Go,top-x-go.com,https://top-x-go.com,TopX Limited,ALSI-202501030-FI2,2025-01-31,2027-01-30,no,https://top-x-go.com/contact,,not contacted,,
Wager,wager.com,https://wager.com,Scivias Ltd,ALSI-202501037-FI2,2025-01-28,2027-01-27,no,https://wager.com/contact,,not contacted,,
Wager,wager.ltd,https://wager.ltd,Scivias Ltd,ALSI-202501037-FI2,2025-01-28,2027-01-27,no,https://wager.ltd/contact,,not contacted,,
Pickwin,pickwin.fun,https://pickwin.fun,Nalate SRL,ALSI-202501032-FI2,2025-01-26,2027-01-25,no,https://pickwin.fun/contact,,not contacted,,
Pickwin,pickwin.com,https://pickwin.com,Nalate SRL,ALSI-202501032-FI2,2025-01-26,2027-01-25,no,https://pickwin.com/contact,,not contacted,,
Pussybet1,pussybet1.com,https://pussybet1.com,PuraQuest Interactive Limitada,ALSI-202501034-FI2,2025-01-23,2027-01-22,no,https://pussybet1.com/contact,,not contacted,,
Gamelabs,gamelabs.com,https://gamelabs.com,Oriental Entertainment Limited,ALSI-202501027-FI2,2025-01-22,2027-01-21,no,https://gamelabs.com/contact,,not contacted,,
Grandbanco,grandbanco.live,https://grandbanco.live,Grand Baccarat Ltd,ALSI-202501019-FI1,2025-01-18,2026-01-17,no,https://grandbanco.live/contact,,not contacted,,
Grandbanco,grandbanco.casino,https://grandbanco.casino,Grand Baccarat Ltd,ALSI-202501019-FI1,2025-01-18,2026-01-17,no,https://grandbanco.casino/contact,,not contacted,,
Cashcasinohub,cashcasinohub.com,https://cashcasinohub.com,LuckyAce Ltd,ALSI-202501016-FI1,2025-01-18,2026-01-17,no,https://cashcasinohub.com/contact,,not contacted,,
Thunderpick,thunderpick.io,https://thunderpick.io,Napier Ltd,ALSI-202501018-FI1,2025-01-18,2027-01-17,no,https://thunderpick.io/contact,,not contacted,,
Thunderpick,thunderpick.com,https://thunderpick.com,Napier Ltd,ALSI-202501018-FI1,2025-01-18,2027-01-17,no,https://thunderpick.com/contact,,not contacted,,
Tnt,tnt.bet,https://tnt.bet,Softplay Limitada,ALSI-202501020-FI1,2025-01-18,2026-01-17,no,https://tnt.bet/contact,,not contacted,,
Dreamplay,dreamplay.bet,https://dreamplay.bet,TechLoom LLC,ALSI-202501015-FI1,2025-01-18,2026-01-17,no,https://dreamplay.bet/contact,,not contacted,,
Tenexcasino,tenexcasino.com,https://tenexcasino.com,Tenex Technologies Ltd,ALSI-202501017-FI1,2025-01-18,2027-01-17,no,https://tenexcasino.com/contact,,not contacted,,
Tenexcasino,tenexcasino.io,https://tenexcasino.io,Tenex Technologies Ltd,ALSI-202501017-FI1,2025-01-18,2027-01-17,no,https://tenexcasino.io/contact,,not contacted,,
Fortunica,fortunica.io,https://fortunica.io,Winstar N.V.,ALSI-202501022-FI1,2025-01-18,2026-01-17,no,https://fortunica.io/contact,,not contacted,,
Cactus,cactus.casino,https://cactus.casino,Ferzo Holding Limitada,ALSI-202501029-FI2,2025-01-15,2027-01-14,no,https://cactus.casino/contact,,not contacted,,
Fontan Casino,fontan-casino.com,https://fontan-casino.com,Ferzo Holding Limitada,ALSI-202501029-FI2,2025-01-15,2027-01-14,no,https://fontan-casino.com/contact,,not contacted,,
Gonzo Casino,gonzo-casino.com,https://gonzo-casino.com,Ferzo Holding Limitada,ALSI-202501029-FI2,2025-01-15,2027-01-14,no,https://gonzo-casino.com/contact,,not contacted,,
Tuz,tuz.bet,https://tuz.bet,Ferzo Holding Limitada,ALSI-202501029-FI2,2025-01-15,2027-01-14,no,https://tuz.bet/contact,,not contacted,,
Luckmore,luckmore.com,https://luckmore.com,Ferzo Holding Limitada,ALSI-202501029-FI2,2025-01-15,2027-01-14,no,https://luckmore.com/contact,,not contacted,,
Golden777nevada,golden777nevada.com,https://golden777nevada.com,Lionsdor Ltd,ALSI-202501010-FI1,2025-01-13,2027-01-12,no,https://golden777nevada.com/contact,,not contacted,,
Craftworld,craftworld.casino,https://craftworld.casino,Smandyx Gaming SRL,ALSI-202501033-FI2,2025-01-13,2026-01-12,no,https://craftworld.casino/contact,,not contacted,,
Lalalandcasino,lalalandcasino.com,https://lalalandcasino.com,Smandyx Gaming SRL,ALSI-202501033-FI2,2025-01-13,2026-01-12,no,https://lalalandcasino.com/contact,,not contacted,,
Toke,toke.casino,https://toke.casino,Smandyx Gaming SRL,ALSI-202501033-FI2,2025-01-13,2026-01-12,no,https://toke.casino/contact,,not contacted,,
Bonaplez,bonaplez.com,https://bonaplez.com,Sortudo Acaso Ltd,ALSI-202501024-FI2,2025-01-13,2026-01-12,no,https://bonaplez.com/contact,,not contacted,,
Betswap,betswap.gg,https://betswap.gg,BSGG Labs Limitada,ALSI-202501012-FI1,2025-01-10,2026-01-09,no,https://betswap.gg/contact,,not contacted,,
Highrollerwins,highrollerwins.com,https://highrollerwins.com,EINRAI LTD,ALSI-202501011-FI1,2025-01-06,2027-01-05,no,https://highrollerwins.com/contact,,not contacted,,
Spinhub,spinhub.casino,https://spinhub.casino,EINRAI LTD,ALSI-202501011-FI1,2025-01-06,2027-01-05,no,https://spinhub.casino/contact,,not contacted,,
Spinhub1,spinhub1.casino,https://spinhub1.casino,EINRAI LTD,ALSI-202501011-FI1,2025-01-06,2027-01-05,no,https://spinhub1.casino/contact,,not contacted,,
Spinhub 1,spinhub-1.casino,https://spinhub-1.casino,EINRAI LTD,ALSI-202501011-FI1,2025-01-06,2027-01-05,no,https://spinhub-1.casino/contact,,not contacted,,
Futurebet,futurebet.live,https://futurebet.live,Aventra Holdings Limitada,ALSI-202501026-FI2,2025-01-03,2027-01-02,no,https://futurebet.live/contact,,not contacted,,
Future,future.bet,https://future.bet,Aventra Holdings Limitada,ALSI-202501026-FI2,2025-01-03,2027-01-02,no,https://future.bet/contact,,not contacted,,
Daorealm,daorealm.io,https://daorealm.io,Dao Realm LLC,ALSI-202501013-FI1,2025-01-03,2026-01-02,no,https://daorealm.io/contact,,not contacted,,
Daorealm,daorealm.games,https://daorealm.games,Dao Realm LLC,ALSI-202501013-FI1,2025-01-03,2026-01-02,no,https://daorealm.games/contact,,not contacted,,
Daorealm,daorealm.vip,https://daorealm.vip,Dao Realm LLC,ALSI-202501013-FI1,2025-01-03,2026-01-02,no,https://daorealm.vip/contact,,not contacted,,
Khelio,khelio.net,https://khelio.net,Evonix Limitada,ALSI-202501004-FI1,2025-01-03,2027-01-02,no,https://khelio.net/contact,,not contacted,,
Fansbets,fansbets.com,https://fansbets.com,Fans Interactive Global Limited,ALSI-202501014-FI1,2025-01-03,2027-01-02,no,https://fansbets.com/contact,,not contacted,,
Fansbetsglobal,fansbetsglobal.com,https://fansbetsglobal.com,Fans Interactive Global Limited,ALSI-202501014-FI1,2025-01-03,2027-01-02,no,https://fansbetsglobal.com/contact,,not contacted,,
T1bet8,t1bet8.com,https://t1bet8.com,Innosoft N.V.,ALSI-202501008-FI1,2025-01-03,2026-01-02,no,https://t1bet8.com/contact,,not contacted,,
Sixty,sixty.gg,https://sixty.gg,Nexora Ltd,ALSI-202501001-FI1,2025-01-03,2027-01-02,no,https://sixty.gg/contact,,not contacted,,
Royalmega,royalmega.com,https://royalmega.com,Royalmega Online Limited,ALSI-202501009-FI1,2025-01-03,2027-01-02,no,https://royalmega.com/contact,,not contacted,,
Gbwin,gbwin.io,https://gbwin.io,TICOQUEST SOLUTIONS LIMITADA,ALSI-202501023-FI1,2025-01-03,2027-01-02,no,https://gbwin.io/contact,,not contacted,,
Nova Casino,nova-casino.com,https://nova-casino.com,WinnerSoft Technology Ltd,ALSI-202412036-FI2,2024-12-30,2026-12-29,no,https://nova-casino.com/contact,,not contacted,,
Bet4win,bet4win.net,https://bet4win.net,Cricketwin Ltd,ALSI-202412028-FI2,2024-12-29,2026-12-28,no,https://bet4win.net/contact,,not contacted,,
Vodka,vodka.bet,https://vodka.bet,Cricketwin Ltd,ALSI-202412028-FI2,2024-12-29,2026-12-28,no,https://vodka.bet/contact,,not contacted,,
Gamegram,gamegram.com,https://gamegram.com,Gamegram Ltd.,ALSI-202412030-FI2,2024-12-28,2025-12-27,no,https://gamegram.com/contact,,not contacted,,
Hepyek,hepyek.com,https://hepyek.com,Nova Tech Systems Ltd,ALSI-202412037-FI2,2024-12-28,2026-12-27,no,https://hepyek.com/contact,,not contacted,,
Slottio,slottio.com,https://slottio.com,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://slottio.com/contact,,not contacted,,
Winzter,winzter.com,https://winzter.com,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://winzter.com/contact,,not contacted,,
Winstler,winstler.co,https://winstler.co,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://winstler.co/contact,,not contacted,,
Palmcasino,palmcasino.io,https://palmcasino.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://palmcasino.io/contact,,not contacted,,
Gxmble,gxmble.io,https://gxmble.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://gxmble.io/contact,,not contacted,,
Seven7,seven7.casino,https://seven7.casino,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://seven7.casino/contact,,not contacted,,
Lucki,lucki.casino,https://lucki.casino,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://lucki.casino/contact,,not contacted,,
Prive,prive.casino,https://prive.casino,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://prive.casino/contact,,not contacted,,
Spinti,spinti.me,https://spinti.me,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://spinti.me/contact,,not contacted,,
Jinxcasino,jinxcasino.io,https://jinxcasino.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://jinxcasino.io/contact,,not contacted,,
Wildzy,wildzy.io,https://wildzy.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://wildzy.io/contact,,not contacted,,
Gamblii,gamblii.io,https://gamblii.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://gamblii.io/contact,,not contacted,,
Luckzie,luckzie.io,https://luckzie.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://luckzie.io/contact,,not contacted,,
Casineia,casineia.io,https://casineia.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://casineia.io/contact,,not contacted,,
Slothive,slothive.io,https://slothive.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://slothive.io/contact,,not contacted,,
Spintowin,spintowin.io,https://spintowin.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://spintowin.io/contact,,not contacted,,
Jokersino,jokersino.io,https://jokersino.io,Rabocse SRL,ALSI-202412035-FI2,2024-12-28,2026-12-27,no,https://jokersino.io/contact,,not contacted,,
Bodog,bodog.io,https://bodog.io,Belvila Ltd,ALSI-202412049-FI2,2024-12-24,2026-12-23,no,https://bodog.io/contact,,not contacted,,
Bumbet,bumbet.com,https://bumbet.com,Blulane Ltd,ALSI-202412051-FI2,2024-12-24,2026-12-23,no,https://bumbet.com/contact,,not contacted,,
Bodog,bodog.com,https://bodog.com,Valero Ltd,ALSI-202412050-FI2,2024-12-24,2026-12-23,no,https://bodog.com/contact,,not contacted,,
Slots,slots.com,https://slots.com,Ambon Ltd,ALSI-202412048-FI2,2024-12-23,2026-12-22,no,https://slots.com/contact,,not contacted,,
Madnix,madnix.com,https://madnix.com,Entertiza Ltd,ALSI-202411076-FI2,2024-12-22,2026-12-21,no,https://madnix.com/contact,,not contacted,,
Yokikana,yokikana.com,https://yokikana.com,Entertiza Ltd,ALSI-202411076-FI2,2024-12-22,2026-12-21,no,https://yokikana.com/contact,,not contacted,,
Wildsultan,wildsultan.com,https://wildsultan.com,Reliant Ltd,ALSI-202411075-FI2,2024-12-22,2026-12-21,no,https://wildsultan.com/contact,,not contacted,,
Roostake,roostake.com,https://roostake.com,V.D. International Ltd.,ALSI-202411047-FI2,2024-12-19,2025-12-18,no,https://roostake.com/contact,,not contacted,,
Vivadice,vivadice.com,https://vivadice.com,V.D. International Ltd.,ALSI-202411047-FI2,2024-12-19,2025-12-18,no,https://vivadice.com/contact,,not contacted,,
Betium,betium.com,https://betium.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://betium.com/contact,,not contacted,,
Hashlucky,hashlucky.io,https://hashlucky.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://hashlucky.io/contact,,not contacted,,
Blitz Bet,blitz-bet.com,https://blitz-bet.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://blitz-bet.com/contact,,not contacted,,
Spindjinn,spindjinn.co,https://spindjinn.co,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spindjinn.co/contact,,not contacted,,
Spinmills,spinmills.com,https://spinmills.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spinmills.com/contact,,not contacted,,
Velwins,velwins.vip,https://velwins.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://velwins.vip/contact,,not contacted,,
Nikaspin,nikaspin.vip,https://nikaspin.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://nikaspin.vip/contact,,not contacted,,
Crixcasino,crixcasino.vip,https://crixcasino.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://crixcasino.vip/contact,,not contacted,,
Kairosbet,kairosbet.vip,https://kairosbet.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://kairosbet.vip/contact,,not contacted,,
Spintado,spintado.vip,https://spintado.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spintado.vip/contact,,not contacted,,
Spartibet,spartibet.vip,https://spartibet.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spartibet.vip/contact,,not contacted,,
Spinfyre,spinfyre.vip,https://spinfyre.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spinfyre.vip/contact,,not contacted,,
Vibespins,vibespins.vip,https://vibespins.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://vibespins.vip/contact,,not contacted,,
Casikora,casikora.vip,https://casikora.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://casikora.vip/contact,,not contacted,,
Spinko,spinko.vip,https://spinko.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spinko.vip/contact,,not contacted,,
Dionyx,dionyx.vip,https://dionyx.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://dionyx.vip/contact,,not contacted,,
Olymposwin,olymposwin.vip,https://olymposwin.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://olymposwin.vip/contact,,not contacted,,
Winserra,winserra.vip,https://winserra.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://winserra.vip/contact,,not contacted,,
Rollizor,rollizor.vip,https://rollizor.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://rollizor.vip/contact,,not contacted,,
Betnaro,betnaro.vip,https://betnaro.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://betnaro.vip/contact,,not contacted,,
Beonbtgo,beonbtgo.com,https://beonbtgo.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://beonbtgo.com/contact,,not contacted,,
Richville,richville.net,https://richville.net,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://richville.net/contact,,not contacted,,
Yonibet,yonibet.fm,https://yonibet.fm,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://yonibet.fm/contact,,not contacted,,
Betify,betify.fm,https://betify.fm,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://betify.fm/contact,,not contacted,,
Casinozer,casinozer.fm,https://casinozer.fm,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://casinozer.fm/contact,,not contacted,,
Cashlounge,cashlounge.com,https://cashlounge.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://cashlounge.com/contact,,not contacted,,
Spellwin,spellwin.co,https://spellwin.co,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spellwin.co/contact,,not contacted,,
Trinocasino,trinocasino.co,https://trinocasino.co,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://trinocasino.co/contact,,not contacted,,
Betflare,betflare.ws,https://betflare.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://betflare.ws/contact,,not contacted,,
Corsaza,corsaza.ws,https://corsaza.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://corsaza.ws/contact,,not contacted,,
Megarich,megarich.ws,https://megarich.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://megarich.ws/contact,,not contacted,,
Casabet,casabet.ws,https://casabet.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://casabet.ws/contact,,not contacted,,
Lollyspins,lollyspins.ws,https://lollyspins.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://lollyspins.ws/contact,,not contacted,,
Spinmills,spinmills.ws,https://spinmills.ws,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spinmills.ws/contact,,not contacted,,
Cosmicslotz,cosmicslotz.com,https://cosmicslotz.com,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://cosmicslotz.com/contact,,not contacted,,
Egogames,egogames.vip,https://egogames.vip,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://egogames.vip/contact,,not contacted,,
Winbandits,winbandits.io,https://winbandits.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://winbandits.io/contact,,not contacted,,
Spintitans,spintitans.io,https://spintitans.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://spintitans.io/contact,,not contacted,,
Drellabet,drellabet.io,https://drellabet.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://drellabet.io/contact,,not contacted,,
Grattiano,grattiano.io,https://grattiano.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://grattiano.io/contact,,not contacted,,
Eclipspins,eclipspins.io,https://eclipspins.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://eclipspins.io/contact,,not contacted,,
Pulsarspins,pulsarspins.io,https://pulsarspins.io,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://pulsarspins.io/contact,,not contacted,,
Gamblezen,gamblezen.casino,https://gamblezen.casino,Buscarar SRL,ALSI-202412042-FI2,2024-12-18,2026-12-17,no,https://gamblezen.casino/contact,,not contacted,,
Callbet369,callbet369.com,https://callbet369.com,Call Entertainment Ltd.,ALSI-202412044-FI2,2024-12-18,2025-12-17,no,https://callbet369.com/contact,,not contacted,,
Runtobet,runtobet.com,https://runtobet.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://runtobet.com/contact,,not contacted,,
Betvast,betvast.bet,https://betvast.bet,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://betvast.bet/contact,,not contacted,,
Betturka,betturka.com,https://betturka.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://betturka.com/contact,,not contacted,,
Emiratesbet1,emiratesbet1.com,https://emiratesbet1.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://emiratesbet1.com/contact,,not contacted,,
Amarobet,amarobet.com,https://amarobet.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://amarobet.com/contact,,not contacted,,
Ciprobet,ciprobet.com,https://ciprobet.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://ciprobet.com/contact,,not contacted,,
Bahissenin,bahissenin.com,https://bahissenin.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://bahissenin.com/contact,,not contacted,,
Betlima,betlima.com,https://betlima.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://betlima.com/contact,,not contacted,,
Efsanebahis,efsanebahis.com,https://efsanebahis.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://efsanebahis.com/contact,,not contacted,,
Maksatbahis,maksatbahis.com,https://maksatbahis.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://maksatbahis.com/contact,,not contacted,,
Retrobet,retrobet.link,https://retrobet.link,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://retrobet.link/contact,,not contacted,,
Cazilyon,cazilyon.com,https://cazilyon.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://cazilyon.com/contact,,not contacted,,
Luckyman,luckyman.com,https://luckyman.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://luckyman.com/contact,,not contacted,,
Tenusbet,tenusbet.com,https://tenusbet.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://tenusbet.com/contact,,not contacted,,
Betveben,betveben.com,https://betveben.com,Enigma Digital Solutions Limitada,ALSI-202412045-FI2,2024-12-18,2026-12-17,no,https://betveben.com/contact,,not contacted,,
Candycasino66,candycasino66.com,https://candycasino66.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://candycasino66.com/contact,,not contacted,,
Betparibu,betparibu.com,https://betparibu.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://betparibu.com/contact,,not contacted,,
Loyalbahis,loyalbahis.com,https://loyalbahis.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://loyalbahis.com/contact,,not contacted,,
Grandoperabet,grandoperabet.com,https://grandoperabet.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://grandoperabet.com/contact,,not contacted,,
Grandpashabet365,grandpashabet365.com,https://grandpashabet365.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://grandpashabet365.com/contact,,not contacted,,
Meritkingslot,meritkingslot.com,https://meritkingslot.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://meritkingslot.com/contact,,not contacted,,
Spinco365,spinco365.com,https://spinco365.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://spinco365.com/contact,,not contacted,,
Kulisbet,kulisbet.com,https://kulisbet.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://kulisbet.com/contact,,not contacted,,
Dedebet365,dedebet365.com,https://dedebet365.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://dedebet365.com/contact,,not contacted,,
1favorisen,1favorisen.com,https://1favorisen.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://1favorisen.com/contact,,not contacted,,
Betsalvador,betsalvador.com,https://betsalvador.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://betsalvador.com/contact,,not contacted,,
Cratosroyalbet,cratosroyalbet.com,https://cratosroyalbet.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://cratosroyalbet.com/contact,,not contacted,,
Betrupi,betrupi.com,https://betrupi.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://betrupi.com/contact,,not contacted,,
Damabet,damabet.com,https://damabet.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://damabet.com/contact,,not contacted,,
Gettobet,gettobet.com,https://gettobet.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://gettobet.com/contact,,not contacted,,
Betwild365,betwild365.com,https://betwild365.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://betwild365.com/contact,,not contacted,,
Betwoon365,betwoon365.com,https://betwoon365.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://betwoon365.com/contact,,not contacted,,
Radissonbet360,radissonbet360.com,https://radissonbet360.com,GSR Technology Holding Limitada,ALSI-202412047-FI2,2024-12-18,2026-12-17,no,https://radissonbet360.com/contact,,not contacted,,
