tier,domain,brand,email,email_source,affiliate_url,affiliate_platform,operator,licence,expiry,vendors,regulator_seal,provider_count,sibling_brands,status,contacted_on
C,gold.casino,Gold,admin@gold.casino,affiliate page,https://gold.casino/affiliates,,3-102-944744 SRL,ALSI-202510061-FI2,2026-10-28,,no,14,gold24x7.com,DRAFT ONLY — NOT SENT,
C,robobet.com,Robobet,info@robobet.com,affiliate page,https://partners.robobet.com,,Aurevia Digital Ventures Ltd,ALSI-202510058-FI2,2026-10-28,,no,7,playbet.io,DRAFT ONLY — NOT SENT,
C,richevoslot.com,RICHEVO,support@game.com,contact page,,,Nuvorich Limited,ALSI-202509053-FI2,2026-09-29,,no,0,,DRAFT ONLY — NOT SENT,
C,phonix.casino,Phonix,help@phonix.casino,contact page,,,3-102-939892 SRL,ALSI-202510006-FI1,2026-10-15,,no,17,,DRAFT ONLY — NOT SENT,
C,loonieplay.com,loonieplay.com,info@loonieplay.com,affiliate page,https://loonieplay.com/partnership,,Kingside Push Ltd,ALSI-202509025-FI1,2026-09-15,,no,0,,DRAFT ONLY — NOT SENT,
C,spinay.com,Spinay,support@spinay.com,contact page,,,Oranox Ltd,ALSI-202601012-FI1,2027-01-14,,no,19,,DRAFT ONLY — NOT SENT,
C,graildraw.com,GrailDraw,you@email.com,contact page,,,Grail Technologies Ltd.,ALSI-202512005-FI1,2026-12-14,,no,0,,DRAFT ONLY — NOT SENT,
C,redslot.com,Access Restricted,support@redslot.com,contact page,,,3-102-953088 SRL,ALSI-202603040-FI2,2027-03-30,,no,0,,DRAFT ONLY — NOT SENT,
C,vegasking.io,Vegasking,support@dragoon.dev,contact page,,,Royal Edge Holdings Limited,ALSI-202604013-FI1,2027-04-13,,no,8,,DRAFT ONLY — NOT SENT,
C,slapperzz.com,Slapperzz,support@slapperzz.com,affiliate page,https://slapperzz.com/affiliate-program,,3-102-942611 SRL,ALSI-202509041-FI1,2026-09-15,,no,17,,DRAFT ONLY — NOT SENT,
C,riskiiit.com,riskiiit,support@riskiiit.com,affiliate page,https://riskiiit.com/affiliates,,Overcooked Entertainment Ltd.,ALSI-202511044-FI2,2026-11-29,,no,1,,DRAFT ONLY — NOT SENT,
C,hyperwin.org,Hyperwin,support@hyperwin.org,affiliate page,https://hyperwin.org/affiliates,,3-102-948725 SRL,ALSI-202512016-FI1,2026-12-14,,no,2,,DRAFT ONLY — NOT SENT,
C,ibitplay.com,air1bet,support@air1bet.com,affiliate page,https://ibitplay.com/affiliate,,Coderstuff Ltd.,ALSI-202601029-FI1,2027-01-14,,no,0,,DRAFT ONLY — NOT SENT,
C,cola.com,Cola.com,cola@gmail.com,affiliate page,https://cola.com/partners,,Desert Star Limited,ALSI-202602041-FI2,2027-02-27,,no,1,,DRAFT ONLY — NOT SENT,
C,enomocasino.com,Еномо Казино,support@enomocasino.com,affiliate page,https://enomocasino.com/tr/affiliates,,3-102-944179 SRL,ALSI-202603016-FI1,2027-02-28,,no,30,,DRAFT ONLY — NOT SENT,
C,mollydice.com,Mollydice,support@mollydice.com,affiliate page,https://mollydice.com/affiliate,,Satoshi Labs Ltd,ALSI-202605020-FI1,2027-05-14,,no,0,,DRAFT ONLY — NOT SENT,
C,betewin.com,Betewin Adresi,,,,,Obsidian Titan Limited,ALSI-202602052-FI2,2027-02-27,,no,0,zlot.com otobet.com slotin.com betpublic.com starzbet.com baywin.com bycasino.com luxslot.com betira.com northwin.com jasino.com ligobet.com,DRAFT ONLY — NOT SENT,
C,jasino.com,Jasino,,,,,Obsidian Titan Limited,ALSI-202602052-FI2,2027-02-27,,no,0,zlot.com otobet.com slotin.com betewin.com betpublic.com starzbet.com baywin.com bycasino.com luxslot.com betira.com northwin.com ligobet.com,DRAFT ONLY — NOT SENT,
C,olabahis.com,Olabahis,,,,,Fortuna Digital Solutions FDS Limitada,ALSI-202509068-FI2,2026-09-29,,no,0,yekbet.com ikasbet.com asyabahis.com dumanbet.com maltcasino.com pinbahis.com spinman.com,DRAFT ONLY — NOT SENT,
C,bahis.com,Bahis,,,,,Galactic Infinity Ltd,ALSI-202511048-FI2,2026-11-29,,no,0,matadorbet.com zbahis.com fixbet.com tipobet365.com sahabet.com betturkey.com tipobet.com,DRAFT ONLY — NOT SENT,
C,sahabet.com,Sahabet,,,,,Galactic Infinity Ltd,ALSI-202511048-FI2,2026-11-29,,no,0,matadorbet.com zbahis.com fixbet.com bahis.com tipobet365.com betturkey.com tipobet.com,DRAFT ONLY — NOT SENT,
C,partybet.app,Partybet,,,,,On Read SRL,ALSI-202508060-FI2,2026-08-28,,no,0,partybet.ai partybet.bot partybet.casino partybet.fun partybet.social partybet.win,DRAFT ONLY — NOT SENT,
C,winpeso.asia,Winpeso,,,,,U2IS Limited,ALSI-202601056-FI2,2027-01-30,,no,2,gbjp.fun hana.asia longtian.bet a1slot.net oncasi.com u2is.tech,DRAFT ONLY — NOT SENT,
C,mn-bizbet.io,BizBet Mongolia,,,,,Gameway Global LLC,ALSI-202511025-FI2,2026-11-29,,no,1,africa-bizbet.com bizbet.mobi bizbet-biz.com bizbet.io bizbet-au.com,DRAFT ONLY — NOT SENT,
C,kuzeycasino.com,nginx,,,,,Mistletoe Ltd,ALSI-202508061-FI2,2026-08-28,,no,0,levabet.com matixbet.com betpir.com evetabi.com,DRAFT ONLY — NOT SENT,
C,betixir.com,Betixir,,,,,Maltech Ltd,ALSI-202603007-FI1,2027-03-13,,no,1,capitolbet.com trendbet.com taksimbet.com parobet.com,DRAFT ONLY — NOT SENT,
C,capitolbet.com,Capitolbet,,,,,Maltech Ltd,ALSI-202603007-FI1,2027-03-13,,no,1,betixir.com trendbet.com taksimbet.com parobet.com,DRAFT ONLY — NOT SENT,
C,taksimbet.com,Taksimbet,,,,,Maltech Ltd,ALSI-202603007-FI1,2027-03-13,,no,1,betixir.com capitolbet.com trendbet.com parobet.com,DRAFT ONLY — NOT SENT,
C,skybook.ag,Skybook,,,,,International Radical Investment Ltd,ALSI-202509042-FI1,2027-09-15,,no,1,betphoenix.ag bogartcasino.ag betmania.ag,DRAFT ONLY — NOT SENT,
C,haydicasino.com,Haydicasino Adresi Güncellendi,,,,,Nowplatform Ltd.,ALSI-202509021-Fll,2026-09-15,,no,0,meritwin.com yasalbahis.com volacasino.com,DRAFT ONLY — NOT SENT,
C,bahizz.com,Bahizz,,,,,High Gaming IT Services Limited,ALSI-202603023-FI1,2027-03-13,trustpilot,no,0,pk8.com wpk.com wepoker.com,DRAFT ONLY — NOT SENT,
C,tibiadice.com,Tibia Dice,,,,,QuestJack Ltd,ALSI-202508055-FI2,2026-08-28,,no,0,questjack.com tibiablackjack.com,DRAFT ONLY — NOT SENT,
C,elipsbet.com,ElipsBet,,,,,Evoluxia Limitada,ALSI-202510013-FI1,2026-10-15,,no,0,jupitercryptox.com olipsbet.com,DRAFT ONLY — NOT SENT,
C,ebete.com,Ebete,,,,,Pacific Odds SRL,ALSI-202510032-FI1,2026-10-15,,no,0,freespinz.com freespinz.casino,DRAFT ONLY — NOT SENT,
C,ssplaywin.club,SSExchange,,,,,3-102-942786 SRL,ALSI-202512001-FI1,2026-11-30,,no,0,ssexch.io satfair.in,DRAFT ONLY — NOT SENT,
C,ssexch.io,SSExchange,,,,,3-102-942786 SRL,ALSI-202512001-FI1,2026-11-30,,no,0,ssplaywin.club satfair.in,DRAFT ONLY — NOT SENT,
C,satfair.in,Sportsexch,,,,,3-102-942786 SRL,ALSI-202512001-FI1,2026-11-30,,no,1,ssplaywin.club ssexch.io,DRAFT ONLY — NOT SENT,
C,kavbet.com,Kavbet,,,,,3-102-949697 SRL,ALSI-202602021-FI1,2027-02-15,,no,0,mavibet.com nakitbahis.com,DRAFT ONLY — NOT SENT,
C,mavibet.com,Mavibet,,,,,3-102-949697 SRL,ALSI-202602021-FI1,2027-02-15,,no,0,kavbet.com nakitbahis.com,DRAFT ONLY — NOT SENT,
C,nakitbahis.com,Nakitbahis,,,,,3-102-949697 SRL,ALSI-202602021-FI1,2027-02-15,,no,0,kavbet.com mavibet.com,DRAFT ONLY — NOT SENT,
C,spingreen.casino,SpinGreen,,,,,3-102-950476 LIMITADA,ALSI-202602013-FI1,2027-02-15,,no,0,ampm.casino tycoonwin.com,DRAFT ONLY — NOT SENT,
C,ampm.casino,Ampm,,,,,3-102-950476 LIMITADA,ALSI-202602013-FI1,2027-02-15,,no,0,spingreen.casino tycoonwin.com,DRAFT ONLY — NOT SENT,
C,kheli.bet,Kheli,,,,,Ingrex Tech LTD,ALSI-202602050-FI2,2027-02-27,,no,3,xbagh.casino tengri.casino,DRAFT ONLY — NOT SENT,
C,tengri.casino,tengri,,,,,Ingrex Tech LTD,ALSI-202602050-FI2,2027-02-27,,no,0,kheli.bet xbagh.casino,DRAFT ONLY — NOT SENT,
C,hotslot.com,Hotslot Site,,,,,3-102-947593 SRL,ALSI-202603005-FI1,2027-03-13,,no,0,egebet.com slotio.com,DRAFT ONLY — NOT SENT,
C,slotio.com,Slotio,,,,,3-102-947593 SRL,ALSI-202603005-FI1,2027-03-13,,no,0,hotslot.com egebet.com,DRAFT ONLY — NOT SENT,
C,casshiva.com,Loading,,,,,3-102-952932 SRL,ALSI-202604027-FI2,2027-04-28,,no,7,parolambet.com donebets.com,DRAFT ONLY — NOT SENT,
C,donebets.com,Loading,,,,,3-102-952932 SRL,ALSI-202604027-FI2,2027-04-28,,no,5,casshiva.com parolambet.com,DRAFT ONLY — NOT SENT,
C,matbet.com,Matbet,,,,,Vesaro Limited,ALSI-202604046-FI2,2027-04-28,,no,5,betsmove.com elitcasino.com,DRAFT ONLY — NOT SENT,
C,elitcasino.com,Elitcasino,,,,,Vesaro Limited,ALSI-202604046-FI2,2027-04-28,,no,0,betsmove.com matbet.com,DRAFT ONLY — NOT SENT,
C,80bet.com,80벳,,,,,88gaming B.V.,ALSI-202508037-FI1,2026-08-19,,no,3,bet16.com,DRAFT ONLY — NOT SENT,
C,bet16.com,벳16,,,,,88gaming B.V.,ALSI-202508037-FI1,2026-08-19,,no,3,80bet.com,DRAFT ONLY — NOT SENT,
C,acespinz.com,Hello There,,,,,Flashpot Ltd,ALSI-202508053-FI2,2026-08-28,,no,0,slash.bet,DRAFT ONLY — NOT SENT,
C,slash.bet,Hello There,,,,,Flashpot Ltd,ALSI-202508053-FI2,2026-08-28,,no,0,acespinz.com,DRAFT ONLY — NOT SENT,
C,tucasino.lat,TuCasino,,,,,Nova Code Limitada,ALSI-202508064-FI2,2026-08-28,,no,14,juegojoker.com,DRAFT ONLY — NOT SENT,
C,funbahis.com,Funbahis,,,,,Total Unlimited Marketing Ltd,ALSI-202509001-FI1,2026-09-15,,no,4,spassino.com,DRAFT ONLY — NOT SENT,
C,huhubet.com,Huhubet,,,,,3-102-946540 SRL,ALSI-202511024-FI2,2026-11-29,,no,1,blockdag.co,DRAFT ONLY — NOT SENT,
C,bufonbet.com,GANGABET Apuestas y,,,,,OW Internacional Ltd,ALSI-202512013-FI1,2026-12-14,,no,4,gangabet.mx,DRAFT ONLY — NOT SENT,
C,spin-betz.com,Spin Betz,,,,,Diamante Tech Ltd,ALSI-202601003-FI1,2027-01-04,,no,0,theluckyspinz.com,DRAFT ONLY — NOT SENT,
C,theluckyspinz.com,Theluckyspinz,,,,,Diamante Tech Ltd,ALSI-202601003-FI1,2027-01-04,,no,0,spin-betz.com,DRAFT ONLY — NOT SENT,
C,hojabet.com,Redirecting,,,,,Luxora Interactive Limited,ALSI-202601032-FI1,2027-01-14,,no,0,stradabet.com,DRAFT ONLY — NOT SENT,
C,quokkasino.com,Quokkasino,,,,,GBO ASSETS LTD,ALSI-202601061-FI2,2027-01-30,,no,0,goldante.com,DRAFT ONLY — NOT SENT,
C,time4bets.com,Time4Bets,,,,,AWSLO Limited,ALSI-202603024-FI1,2027-03-02,,no,0,gooobet.com,DRAFT ONLY — NOT SENT,
C,liqd.com,LIQD,,,,,LIQD LTD,ALSI-202603048-FI2,2027-03-30,,no,0,liqd.gg,DRAFT ONLY — NOT SENT,
C,liqd.gg,LIQD,,,,,LIQD LTD,ALSI-202603048-FI2,2027-03-30,,no,0,liqd.com,DRAFT ONLY — NOT SENT,
C,oktop.mx,OKTOP.MX,,,,,Novaspin Network Ltd,ALSI-202603051-FI2,2027-03-30,,no,0,tau777.mx,DRAFT ONLY — NOT SENT,
C,bet303.com,Bet303,,,,,Play Fortune Entertainment Ltd,ALSI-202603053-FI2,2027-03-30,,no,0,bet808.com,DRAFT ONLY — NOT SENT,
C,stakevegas.com,Stake Vegas,,,,,PlayTrust Ltd,ALSI-202604044-FI2,2027-04-28,,no,0,stakevegas.net,DRAFT ONLY — NOT SENT,
C,1xbetanj.com,1xbetanj,,,,,PRAECUS LLC,ALSI-202508048-FI2,2026-09-28,,no,0,,DRAFT ONLY — NOT SENT,
C,xypoker1.com,Xypoker1,,,,,3-102-938312 SRL,ALSI-202509050-FI1,2026-09-11,,no,0,,DRAFT ONLY — NOT SENT,
C,flush.com,Flush Crypto,,,,,Fordegens Limitada,ALSI-202509008-FI1,2026-09-02,,no,5,,DRAFT ONLY — NOT SENT,
C,goldenclovercasino.com,Golden Clover,,,,,PC Play365 Ltd,ALSI-202509016-FI1,2026-09-15,,no,0,,DRAFT ONLY — NOT SENT,
C,maxxcric.com,Exchange,,,,,Rich Able Developments Limited,ALSI-202510012-FI1,2026-10-15,,no,1,,DRAFT ONLY — NOT SENT,
C,bkmwin.com,BkmWin,,,,,Asoftgame Limited,ALSI-202510043-FI2,2026-10-28,,no,1,,DRAFT ONLY — NOT SENT,
C,u.game,Loading,,,,,Aurora Soft Ltd,ALSI-202510044-FI2,2026-10-28,,no,0,,DRAFT ONLY — NOT SENT,
C,linebetglobal.com,Linebet,,,,,Savoska LLC,ALSI-202510056-FI2,2026-10-28,,no,0,,DRAFT ONLY — NOT SENT,
C,lasbet486.com,라스벳,,,,,Qos Entertainment Ltd,ALSI-202511007-FI1,2026-11-06,,no,0,,DRAFT ONLY — NOT SENT,
C,rumwin.com,Rumwin,,,,,3-102-939534 SRL,ALSI-202511010-FI1,2026-11-07,,no,0,,DRAFT ONLY — NOT SENT,
C,angelspin.com,Angelspin,,,,,Fruitopia Limited,ALSI-202511011-FI1,2026-11-14,,no,0,,DRAFT ONLY — NOT SENT,
C,rooksbet.com,Rooksbet,,,,,Prontogabriela SRL,ALSI-202511020-FI1,2026-11-14,,no,0,,DRAFT ONLY — NOT SENT,
C,flex2bet.com,porkbun.com,,,,,Bright Entertainment Inc,ALSI-202511026-FI2,2026-11-18,,no,0,,DRAFT ONLY — NOT SENT,
C,blockchain.poker,Blockchain Poker,,,,,Highcard Software SRL,ALSI-202511029-FI2,2026-11-29,,no,0,,DRAFT ONLY — NOT SENT,
C,lebull.com,Lebull,,,,,3-102-945060 SRL,ALSI-202512018-FI1,2026-12-14,,no,19,,DRAFT ONLY — NOT SENT,
C,ohmywin.com,Nuevo Alojamiento,,,,,Liberty Walk Ltd,ALSI-202601002-FI1,2027-01-04,,no,0,,DRAFT ONLY — NOT SENT,
C,regal.casino,Hello There,,,,,Zenorix Limited,ALSI-202601037-FI1,2027-01-21,,no,0,,DRAFT ONLY — NOT SENT,
C,peakbet.io,Hello There,,,,,3-102-949997 SRL,ALSI-202601049-FI2,2027-01-30,,no,0,,DRAFT ONLY — NOT SENT,
C,wildwin.io,Hello There,,,,,3-102-950481 Limitada,ALSI-202601048-FI2,2027-01-30,,no,0,,DRAFT ONLY — NOT SENT,
C,fixa.casino,Переход на новый сайт,,,,,FX Solutions Ltd,ALSI-202601058-FI2,2027-01-30,,no,4,,DRAFT ONLY — NOT SENT,
C,appleicasino.com,AppleiCasino,,,,,AIC Enterprises LLC,ALSI-202602038-FI2,2027-02-27,,no,8,,DRAFT ONLY — NOT SENT,
C,betss.com,Betss,,,,,Ceylonite Ltd,ALSI-202603025-FI1,2027-03-13,,no,0,,DRAFT ONLY — NOT SENT,
C,betfuze.com,Betfuze,,,,,BET Fusion Ltd,ALSI-202603042-FI2,2027-03-30,,no,4,,DRAFT ONLY — NOT SENT,
C,solstake.tv,Solstake.tv,,,,,SOLSTART LTD,ALSI-202603055-FI2,2027-03-30,,no,0,,DRAFT ONLY — NOT SENT,
C,rolly.info,Platform,,,,,3-102-954977 SRL,ALSI-202604001-FI1,2027-04-13,,no,0,,DRAFT ONLY — NOT SENT,
C,placebet.partners,Place.bet Partners,,,,,3-102-959375 SRL,ALSI-202604017-FI1,2027-04-13,,no,0,,DRAFT ONLY — NOT SENT,
C,2k.bet,2KBet,,,,,2K Services Ltd,ALSI-202604019-FI2,2027-04-28,,no,0,,DRAFT ONLY — NOT SENT,
C,gorillacasinos.com,Gorilla,,,,,Luminous Interactive Solutions Ltd,ALSI-202604040-FI2,2027-04-28,,no,4,,DRAFT ONLY — NOT SENT,
C,sinbet.co.com,Sinbet,,,,,GK INTERACTIVE LTD,ALSI-202604035-FI2,2027-04-28,,no,4,,DRAFT ONLY — NOT SENT,
C,degenta.com,Degenta,,,,,Thornwick Ltd,ALSI-202605028-FI1,2027-05-10,,no,0,,DRAFT ONLY — NOT SENT,
