domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on,live,http,title,reason,brand_name
1xcasino-asia.com,xcasinoasia,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-asia.com,not contacted,,yes,203,,,
1xcasino-bangladesh.com,xcasinobangladesh,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-bangladesh.com,not contacted,,yes,203,,,
1xcasino-bd.com,xcasinobd,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-bd.com,not contacted,,yes,203,,,
1xcasino-kr.com,xcasinokr,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-kr.com,not contacted,,yes,203,,,
1xcasino-latam.com,xcasinolatam,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-latam.com,not contacted,,yes,203,,,
1xcasino-sng.com,xcasinosng,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-sng.com,not contacted,,yes,203,,,
1xcasino-st.com,xcasinost,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino-st.com,not contacted,,yes,203,,,
1xcasino.com,xcasino,0,Caecus N.V.,OGL/2024/1262/0493,Curacao,assessment in progress,"December 24, 2025",no,1xcasino.com,not contacted,,yes,203,,,
blockbet.gg,blockbet,0,Entretenimiento Rojo B.V.,OGL/2024/1100/0505,Curacao,assessment in progress,"December 24, 2025",no,blockbet.gg,not contacted,,yes,200,BlockBet | Crypto Casino & Sportsbook,,BlockBet
instantsports.com,instantsports,0,Entretenimiento Rojo B.V.,OGL/2024/1100/0505,Curacao,assessment in progress,"December 24, 2025",no,instantsports.com,not contacted,,yes,200,Instant Sports,,Instant Sports
reelcypto.com,reelcypto,0,Entretenimiento Rojo B.V.,OGL/2024/1100/0505,Curacao,assessment in progress,"December 24, 2025",no,reelcypto.com,not contacted,,yes,200,Parking Page,URLError,Parking Page
xtp.com,xtp,0,Entretenimiento Rojo B.V.,OGL/2024/1100/0505,Curacao,assessment in progress,"December 24, 2025",no,xtp.com,not contacted,,yes,200,XTP,,XTP
betistar.com,betistar,0,Final Enterprises N.V.,OGL/2024/420/0675,Curacao,active,"August 8, 2026",no,betistar.com,not contacted,,yes,200,BetiStar Online Sports Betting & Live Casino,,
lumibet.com,lumibet,0,Mirage Corporation N.V.,OGL/2024/1304/0813,Curacao,active,"May 9, 2026",yes,lumibet.com,not contacted,,yes,200,LumiBet,,LumiBet
betmoon.com,betmoon,0,Silvertech N.V.,OGL/2024/1541/0763,Curacao,assessment in progress,"December 24, 2025",no,betmoon.com,not contacted,,yes,200,betmoon,,betmoon
darkbet.com,darkbet,0,Silvertech N.V.,OGL/2024/1541/0763,Curacao,assessment in progress,"December 24, 2025",no,darkbet.com,not contacted,,yes,200,"Darkbet Giriş | Güncel Adres, Yüksek Oranlar ve Deneme Bonusu (2026)",,Darkbet Giriş
golegol.com,golegol,0,Silvertech N.V.,OGL/2024/1541/0763,Curacao,assessment in progress,"December 24, 2025",no,golegol.com,not contacted,,yes,200,golegol,,golegol
maximabet.net,maximabet,0,Superjogos N.V.,OGL/2024/1130/0520,Curacao,active,"March 26, 2026",no,maximabet.net,not contacted,,yes,200,Maxima Bet | Cassino e Apostas Esportivas | Saques instantâneos. Cashback Diário,,Maxima Bet
meugreen.com,meugreen,0,Superjogos N.V.,OGL/2024/1130/0520,Curacao,active,"March 26, 2026",no,meugreen.com,not contacted,,yes,200,Apostas Esportivas e Cassino | Bet Autorizada. Saque instantâneo. | Suprema Bet,,Apostas Esportivas e Cassino
supremabet.com,supremabet,0,Superjogos N.V.,OGL/2024/1130/0520,Curacao,active,"March 26, 2026",no,supremabet.com,not contacted,,yes,200,Apostas Esportivas e Cassino | Bet Autorizada. Saque instantâneo. | Suprema Bet,,Apostas Esportivas e Cassino
unicagames.bet,unicagames,0,Superjogos N.V.,OGL/2024/1130/0520,Curacao,active,"March 26, 2026",no,unicagames.bet,not contacted,,yes,200,unicagames.bet,,unicagames.bet
ampm.casino,ampm,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",yes,ampm.casino,not contacted,,yes,200,"The best online casino, a large selection of slots, mobile casino",,
beepbeepcasino.com,beepbeepcasino,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",no,beepbeepcasino.com,not contacted,,yes,200,No deposit bonus at BeepBeep online casino - $20 for new players,,
bonanzagame.com,bonanzagame,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",no,bonanzagame.com,not contacted,,yes,200,Online Casino | Play Online Slots and Get 150% Bonus | BonanzaGame.com,,Online Casino
candy.casino,candy,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",no,candy.casino,not contacted,,yes,200,Candy Casino – Best Online Casino with Top Slots & Mobile Play | CandyCasino,,Candy Casino
dendycasino.com,dendycasino,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",no,dendycasino.com,not contacted,,yes,200,Candy Casino – Best Online Casino with Top Slots & Mobile Play | CandyCasino,,Candy Casino
gdfplay.com,gdfplay,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",no,gdfplay.com,not contacted,,yes,200,Online Gaming with Exciting Games & Rewards: $15 Welcome Bonus | Good Day For Play,,
spingreen.casino,spingreen,0,WoT N.V.,OGL/2024/452/0687,Curacao,assessment in progress,"December 24, 2025",yes,spingreen.casino,not contacted,,yes,200,SpinGreen Casino: Online Casino with Top Slots & Bonuses,,SpinGreen Casino
bahsine.com,bahsine,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,bahsine.com,not contacted,,yes,200,Bahsine Giriş | Bahsine Online Casino ve Canlı Casino Sitesi,,Bahsine Giriş
betitbet.com,betitbet,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,betitbet.com,not contacted,,yes,200,The premium domain name betitbet.com is for sale. Buy it now!,,
bovbet.com,bovbet,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,bovbet.com,not contacted,,yes,200,Bovbet Resmi Giriş | Güncel ve Engelsiz Erişim Giriş Adresi,,Bovbet Resmi Giriş
casimono.com,casimono,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,casimono.com,not contacted,,yes,200,Casimono,,Casimono
flukyone.com,flukyone,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,flukyone.com,not contacted,,yes,200,FlukyOne,,FlukyOne
hadibet.com,hadibet,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,hadibet.com,not contacted,,yes,200,HadiBet - Güvenilir Bahisin Adresi,,HadiBet
handikap.com,handikap,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,handikap.com,not contacted,,yes,200,"Handikap Giriş | Güncel Adres, Üyelik ve Hızlı Erişim",,Handikap Giriş
kazansana.com,kazansana,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,kazansana.com,not contacted,,yes,200,Kazansana Giriş (Güncel) | Yeni Adres ve Hızlı Erişim,,Kazansana Giriş (Güncel)
newbahis.com,newbahis,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,newbahis.com,not contacted,,yes,200,Newbahis Giriş | Güncel Yeni Adres ve Hızlı Erişim,,Newbahis Giriş
pasgol.com,pasgol,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,pasgol.com,not contacted,,yes,200,Pasgol Güncel Giriş | Yeni Adres ve Güvenli Erişim,,Pasgol Güncel Giriş
yazitura.com,yazitura,0,Momo Entertainment B.V.,OGL/2024/940/0485,Curacao,active,"January 3, 2026",no,yazitura.com,not contacted,,yes,200,Parked Domain name on Hostinger DNS system,URLError,
betsomnia.com,betsomnia,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,betsomnia.com,not contacted,,yes,200,Betsomnia,,Betsomnia
betzard.com,betzard,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,betzard.com,not contacted,,yes,200,Betzard Casino: Play Games with Sign Up Bonus up to 250% + 350 Free Spins | Betzard,,Betzard Casino
bm.bet,bm,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,bm.bet,not contacted,,yes,200,Bm.bet,,Bm.bet
corgislot.com,corgislot,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,corgislot.com,not contacted,,yes,200,CorgiSlot,,CorgiSlot
fgfox.com,fgfox,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,fgfox.com,not contacted,,yes,200,Best Casino Games In One Place ⭐ Free Play Online,,
jacktop.com,jacktop,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,jacktop.com,not contacted,,yes,200,Jacktop,,Jacktop
monixbet.com,monixbet,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,monixbet.com,not contacted,,yes,200,Monixbet,,Monixbet
rakoocasino.com,rakoocasino,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,rakoocasino.com,not contacted,,yes,200,Rakoo,,Rakoo
vespercasino.com,vespercasino,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,vespercasino.com,not contacted,,yes,200,Vesper,,Vesper
wizebets.com,wizebets,0,FairGame G.P. N.V.,OGL/2024/1673/0915,Curacao,active,"June 4, 2026",no,wizebets.com,not contacted,,yes,200,Best Casino Games In One Place ⭐ Free Play Online,,
bayspin.com,bayspin,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,bayspin.com,not contacted,,yes,200,Bayspin - Bayspin Giriş,,Bayspin
betine.com,betine,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,betine.com,not contacted,,yes,200,Betine - Betine Giriş,,Betine
betkom.com,betkom,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,betkom.com,not contacted,,yes,200,Anasayfa | Betkom,,Anasayfa
betmatik.com,betmatik,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,betmatik.com,not contacted,,yes,200,The premium domain name betmatik.com is for sale. Buy it now!,,
kralbet.com,kralbet,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,kralbet.com,not contacted,,yes,200,"Kralbet — Sports Betting, Live Odds, Online Games",,Kralbet
kupabet.com,kupabet,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,kupabet.com,not contacted,,yes,200,,,
mariobet.com,mariobet,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,mariobet.com,not contacted,,yes,200,Mariobet Giriş | Mariobet,,Mariobet Giriş
tarafbet.com,tarafbet,0,Feel So Good B.V.,OGL/2024/1297/0532,Curacao,assessment in progress,"December 24, 2025",no,tarafbet.com,not contacted,,yes,200,Tarafbet.com | Tarafbet,,Tarafbet.com
annacasino.ai,annacasino,0,Geeker Technology N.V.,OGL/2024/251/0130,Curacao,active,"August 28, 2026",no,annacasino.ai,not contacted,,yes,200,"Anna Casino – Best Online Casino for Slots, Live Games & Bonuses",,Anna Casino
beturo.com,beturo,0,Geeker Technology N.V.,OGL/2024/251/0130,Curacao,active,"August 28, 2026",no,beturo.com,not contacted,,yes,200,"Beturo – Best Online Casino for Slots, Live Games & Bonuses",,Beturo
vawzengaming.com,vawzengaming,0,Geeker Technology N.V.,OGL/2024/251/0130,Curacao,active,"August 28, 2026",no,vawzengaming.com,not contacted,,yes,200,"Vawzen Gaming – Best Online Casino for Slots, Live Games & Bonuses",,Vawzen Gaming
weezybet.com,weezybet,0,Geeker Technology N.V.,OGL/2024/251/0130,Curacao,active,"August 28, 2026",no,weezybet.com,not contacted,,yes,200,Weezybet | Your world of instant wins,,Weezybet
casinojamboree.com,casinojamboree,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,casinojamboree.com,not contacted,,yes,200,カジノジャンボリー リアルカジノ感覚、高速出金のオンラインカジノ,,カジノジャンボリー リアルカジノ感覚、高速出金のオンラインカジノ
dafa888.com,dafa,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,dafa888.com,not contacted,,yes,200,Restricted Territory,,Restricted Territory
dafabc.net,dafabc,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,dafabc.net,not contacted,,yes,200,Restricted Territory,,Restricted Territory
elysium-dfbt.com,elysiumdfbt,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,elysium-dfbt.com,not contacted,,yes,200,Restricted Territory,URLError,Restricted Territory
nextbet.com,nextbet,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,nextbet.com,not contacted,,yes,200,Restricted Territory,,Restricted Territory
sportdafa.net,sportdafa,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,sportdafa.net,not contacted,,yes,200,Restricted Territory,,Restricted Territory
zipangcasino.com,zipangcasino,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,zipangcasino.com,not contacted,,yes,200,ジパングカジノ｜24時間日本語サポートのオンラインカジノ,,ジパングカジノ｜24時間日本語サポートのオンラインカジノ
777baby.com,baby,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,777baby.com,not contacted,,yes,200,オンラインカジノ・ラッキーベイビー 777Baby日本語ネットカジノ,,オンラインカジノ・ラッキーベイビー 777Baby日本語ネットカジノ
ftvclub.com,ftvclub,0,Osmila N.V.,OGL/2024/1276/0583,Curacao,active,"April 15, 2026",no,ftvclub.com,not contacted,,yes,200,,,
betbuta.com,betbuta,0,Ryker B.V.,OGL/2024/1800/1049,Curacao,assessment in progress,"December 24, 2025",no,betbuta.com,not contacted,,yes,200,,,
betpriz.com,betpriz,0,Ryker B.V.,OGL/2024/1800/1049,Curacao,assessment in progress,"December 24, 2025",no,betpriz.com,not contacted,,yes,200,,,
flex-bet.com,flexbet,0,Ryker B.V.,OGL/2024/1800/1049,Curacao,assessment in progress,"December 24, 2025",no,flex-bet.com,not contacted,,yes,200,Aftermarket.eu :: domain flex-bet.com,,Aftermarket.eu
tamambet.com,tamambet,0,Ryker B.V.,OGL/2024/1800/1049,Curacao,assessment in progress,"December 24, 2025",no,tamambet.com,not contacted,,yes,200,,,
xturka.com,xturka,0,Ryker B.V.,OGL/2024/1800/1049,Curacao,assessment in progress,"December 24, 2025",no,xturka.com,not contacted,,yes,200,,,
betpas.com,betpas,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,betpas.com,not contacted,,yes,200,betpas,,betpas
gizabet.com,gizabet,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,gizabet.com,not contacted,,yes,200,Gizabet Giriş - Gizabet Bahis Sitesi - Gizabet Giriş - Gizabet Bahis Sitesi 2026,,Gizabet Giriş
goldenbahis.com,goldenbahis,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,goldenbahis.com,not contacted,,yes,200,Goldenbahis - Goldenbahis | goldenbahis.com Resmi,,Goldenbahis
interbahis.com,interbahis,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,interbahis.com,not contacted,,yes,200,İnterbahis Resmi Sitesi | 2026 Giriş | Mobil Deneyim,,İnterbahis Resmi Sitesi
restbet.com,restbet,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,restbet.com,not contacted,,yes,200,restbet,,restbet
tulipbet.com,tulipbet,0,Better World N.V.,OGL/2024/836/0401,Curacao,assessment in progress,"December 24, 2025",no,tulipbet.com,not contacted,,yes,200,tulipbet,,tulipbet
bahibi.com,bahibi,0,Blue Pepper B.V.,OGL/2024/351/0124,Curacao,assessment in progress,"December 24, 2025",no,bahibi.com,not contacted,,yes,200,Sportsbetting - Bet now online at Bahibi,,Sportsbetting
jackpot-town.com,jackpottown,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,jackpot-town.com,not contacted,,yes,200,Jackpot-Town — Service Unavailable,,Jackpot
vegasreelz.com,vegasreelz,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,vegasreelz.com,not contacted,,yes,200,Welcome to the casino | Vegasreelz online casino,,Welcome to the casino
wild-jokers.com,wildjokers,0,Yentel Investments B.V.,OGL/2024/1349/0997,Curacao,active,"August 1, 2026",no,wild-jokers.com,not contacted,,yes,200,Wild Jokers — Service Unavailable,,Wild Jokers
icebet.casino,icebet,0,Altacore N.V.,OGL/2023/109/0075,Curacao,assessment in progress,"December 24, 2025",no,icebet.casino,not contacted,,yes,200,404 Not Found,,404 Not Found
wazobet.com,wazobet,0,AzRa678 N.V.,OGL/2024/183/0195,Curacao,active,"May 9, 2026",no,wazobet.com,not contacted,,yes,200,Online Casino India 2026 | Best Casino Sites,,Online Casino India 2026
guruplay.io,guruplay,0,Chancier B.V.,OGL/2024/364/0157,Curacao,assessment in progress,"December 24, 2025",no,guruplay.io,not contacted,,yes,200,The premium domain name guruplay.com is for sale. Buy it now!,,
hellspin.vip,hellspin,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,hellspin.vip,not contacted,,yes,200,Loading...,,Loading...
hellwinz.net,hellwinz,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,hellwinz.net,not contacted,,yes,200,Loading...,,Loading...
ivibet.game,ivibet,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,ivibet.game,not contacted,,yes,200,Ivibet,,Ivibet
iviwin.net,iviwin,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,iviwin.net,not contacted,,yes,200,Ivibet,,Ivibet
slotsgem.com,slotsgem,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,slotsgem.com,not contacted,,yes,200,Loading...,,Loading...
tritonslots.com,tritonslots,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,tritonslots.com,not contacted,,yes,200,Loading...,,Loading...
vavegame.com,vavegame,0,Latcas B.V.,OGL/2024/1676/0905,Curacao,active,"May 19, 2026",no,vavegame.com,not contacted,,yes,200,Loading...,,Loading...
bet7k.cl,betk,2,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,bet7k.cl nz.bet7k.com fi.bet7k.com,not contacted,,yes,200,Bet7k - Casa de Apuestas y Casino Online,,Bet7k
e20.bet,e,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,e20.bet,not contacted,,yes,200,AceleraBet,,AceleraBet
nolimit.bet,nolimit,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,nolimit.bet,not contacted,,yes,200,UnlimitedBet,,UnlimitedBet
unlimited.bet,unlimited,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,unlimited.bet,not contacted,,yes,200,UnlimitedBet,,UnlimitedBet
x2b.bet,xb,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,x2b.bet,not contacted,,yes,200,x2b - Casa de Apuestas Online y Casino,,x2b
zona7.bet,zona,0,NovaWave Technology N.V.,OGL/2024/547/0446,Curacao,active,"February 12, 2026",no,zona7.bet,not contacted,,yes,200,AceleraBet,,AceleraBet
orobet.cl,orobet,6,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,orobet.cl orobet.do orobet.gt orobet.ec orobet.hn orobet.co orobet.com,not contacted,,yes,200,Orobet,,Orobet
hertzbetz.com,hertzbetz,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,hertzbetz.com,not contacted,,yes,200,HERTZBETZ,,HERTZBETZ
kikicasino.com,kikicasino,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,kikicasino.com,not contacted,,yes,200,KIKI casino,,KIKI casino
kraken.casino,kraken,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,kraken.casino,not contacted,,yes,200,Kraken casino,,Kraken casino
orobetar.com,orobetar,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,orobetar.com,not contacted,,yes,200,Orobet,,Orobet
slotorado.casino,slotorado,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,slotorado.casino,not contacted,,yes,200,SLOTORADO,,SLOTORADO
tombriches.com,tombriches,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,tombriches.com,not contacted,,yes,200,Tombriches,,Tombriches
topbet100.com,topbet,0,SUVYD B.V.,OGL/2024/846/0501,Curacao,assessment in progress,"December 24, 2025",no,topbet100.com,not contacted,,yes,200,TOPBET casino,,TOPBET casino
10sports.io,sports,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,10sports.io,not contacted,,yes,200,,,
lottotoo.com,lottotoo,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,lottotoo.com,not contacted,,yes,200,Lottotoo,,Lottotoo
race365.com,race,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,race365.com,not contacted,,yes,200,Race365,,Race365
raced.io,raced,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,raced.io,not contacted,,yes,200,"Raced.io | Racing, Sportsbook & Casino",,Raced.io
swordbet.io,swordbet,0,Superstars Entertainment B.V.,OGL/2024/1296/0547,Curacao,active,"March 28, 2026",no,swordbet.io,not contacted,,yes,200,SwordBet.io,,SwordBet.io
latamwin.com,latamwin,1,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,latamwin.com latamwin.online,not contacted,,yes,200,"Latamwin | Sabes, Apuestas, Ganas | latamwin.com",,Latamwin
casinoenchile.com,casinoenchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,casinoenchile.com,not contacted,,yes,200,,,
ganalucas.com,ganalucas,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,ganalucas.com,not contacted,,yes,200,Spotless Serenity Stays Inc. – Professional Airbnb Cleaning & Property Management,,Spotless Serenity Stays Inc.
pokerenchile.com,pokerenchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,pokerenchile.com,not contacted,,yes,200,Sitio no disponible para tu país,,Sitio no disponible para tu país
winchile.com,winchile,0,W&C N.V.,OGL/2024/922/0638,Curacao,active,"August 19, 2026",no,winchile.com,not contacted,,yes,200,,,
bibubet.com,bibubet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,bibubet.com,not contacted,,yes,200,Bibubet Resmi Giriş 2026 | Canlı Bahis ve Casino Deneyimi,,Bibubet Resmi Giriş 2026
gorabet.com,gorabet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,gorabet.com,not contacted,,yes,200,Gorabet 2026 – Yeni Güncel Giriş Adresi,,Gorabet 2026
lidyabet.com,lidyabet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,lidyabet.com,not contacted,,yes,200,Lidyabet Giriş – 2026 Güncel Kampanyaları ve Bilgiler,,Lidyabet Giriş
nerobet.com,nerobet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,nerobet.com,not contacted,,yes,200,nerobet,,nerobet
pulibet.com,pulibet,0,Webforce Entertainment N.V.,OGL/2024/781/0368,Curacao,assessment in progress,"December 24, 2025",no,pulibet.com,not contacted,,yes,200,Pulibet Resmi Giriş Adresi 2026 | Güvenilir Canlı Bahis,,Pulibet Resmi Giriş Adresi 2026
allrightcasino.com,allrightcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,allrightcasino.com,not contacted,,yes,200,Site unavailable,,Site unavailable
luckybirdcasino.com,luckybirdcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,luckybirdcasino.com,not contacted,,yes,200,Site unavailable,,Site unavailable
slottyway.com,slottyway,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,slottyway.com,not contacted,,yes,200,Slottyway Casino,,Slottyway Casino
spinamba.com,spinamba,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,spinamba.com,not contacted,,yes,200,Spinamba Casino,,Spinamba Casino
spinbounty.com,spinbounty,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,spinbounty.com,not contacted,,yes,200,SpinBounty Casino,,SpinBounty Casino
supercatcasino77.com,supercatcasino,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,supercatcasino77.com,not contacted,,yes,200,SuperCat Casino,,SuperCat Casino
viks.com,viks,0,Atlantic Management B.V.,OGL/2024/1060/0472,Curacao,active,"August 12, 2026",no,viks.com,not contacted,,yes,200,Viks,,Viks
pingwincasino.com,pingwincasino,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,pingwincasino.com,not contacted,,yes,200,Pingwin Casino — Official Website: Play TOP Slots Online,,Pingwin Casino
sunpuraplay.com,sunpuraplay,0,Entertainment Art B.V.,OGL/2024/995/0478,Curacao,active,"July 1, 2026",no,sunpuraplay.com,not contacted,,yes,200,GBWin,,GBWin
casinoclic.com,casinoclic,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,casinoclic.com,not contacted,,yes,200,Casino en Ligne France 2026 : Bonus de 300€ - Casino Clic,,Casino en Ligne France 2026
larivieracasino.com,larivieracasino,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,larivieracasino.com,not contacted,,yes,200,Lariviera Casino,,Lariviera Casino
majesticslotsclub.net,majesticslotsclub,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,majesticslotsclub.net,not contacted,,yes,200,Meilleur Casino en Ligne Français | 600€ Bonus | Casino en Ligne,,Meilleur Casino en Ligne Français
robinroo.com,robinroo,0,Galactic Investments B.V.,OGL/2024/1323/0734,Curacao,active,"March 12, 2026",no,robinroo.com,not contacted,,yes,200,robinroo.com,URLError,robinroo.com
