source,tier,domain,brand,email,email_source,operator,licence,licence_status,expiry,confidence,flag,status,contacted_on
curacao,,spinamba.com,Spinamba Casino,,,Atlantic Management B.V.,OGL/2024/1060/0472,active,"August 12, 2026",licence-matched,,not contacted,
curacao,,spinbounty.com,SpinBounty Casino,,,Atlantic Management B.V.,OGL/2024/1060/0472,active,"August 12, 2026",licence-matched,,not contacted,
curacao,,supercatcasino77.com,SuperCat Casino,,,Atlantic Management B.V.,OGL/2024/1060/0472,active,"August 12, 2026",licence-matched,,not contacted,
curacao,,viks.com,Viks,,,Atlantic Management B.V.,OGL/2024/1060/0472,active,"August 12, 2026",licence-matched,,not contacted,
curacao,,pingwincasino.com,Pingwin Casino,,,Entertainment Art B.V.,OGL/2024/995/0478,active,"July 1, 2026",licence-matched,,not contacted,
curacao,,sunpuraplay.com,GBWin,,,Entertainment Art B.V.,OGL/2024/995/0478,active,"July 1, 2026",licence-matched,,not contacted,
curacao,,casinoclic.com,Casino en Ligne France 2026,,,Galactic Investments B.V.,OGL/2024/1323/0734,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,larivieracasino.com,Lariviera Casino,,,Galactic Investments B.V.,OGL/2024/1323/0734,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,majesticslotsclub.net,Meilleur Casino en Ligne Français,,,Galactic Investments B.V.,OGL/2024/1323/0734,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,robinroo.com,robinroo.com,,,Galactic Investments B.V.,OGL/2024/1323/0734,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,turbobet.bet,Turbobet,,,Great Star N.V.,OGL/2024/689/0696,active,"August 22, 2026",licence-matched,,not contacted,
curacao,,elexbet.com,elexbet,,,Longterm Interactive N.V.,OGL/2024/1417/0637,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,imajbet.com,imajbet,,,Longterm Interactive N.V.,OGL/2024/1417/0637,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,savoybetting.com,savoybetting,,,Longterm Interactive N.V.,OGL/2024/1417/0637,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,slotexpress.com,SlotExpress,,,Novatech Solutions N.V.,OGL/2024/1790/1062,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betnella.com,ᐈ Betnella,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,betsamuro.com,ᐈ Betsamuro,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,bonuskong.com,ᐈ Bonuskong,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,cowboyspin.com,ᐈ Cowboyspin,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,gamblerina.com,ᐈ Gamblerina,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,liraluck.com,ᐈ Liraluck,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,scizino.com,ᐈ Scizino,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,thorfortune.com,ᐈ Thorfortune,,,Rocket Play B.V.,OGL/2024/2413/1228,active,"June 9, 2026",licence-matched,,not contacted,
curacao,,misterxargent.com,Home MisterXArgent,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,misterxor.com,Home MisterXor,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,misterxplatinum.com,Home MisterXPlatinum,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,misterxvip.com,Home MisterXvip,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,mrsbet.com,mrsbet,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,mrxbet.bet,Mrxbet,,,TGI Entertainment N.V.,OGL/2024/428/0397,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,evospin.com,evospin,,,Bets Entertainment N.V.,OGL/2024/1178/0479,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betbaba.com,Betbaba,,,Continental Solutions Limited B.V.,OGL/2024/1208/0715,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,betivo.com,Betivo,,,Continental Solutions Limited B.V.,OGL/2024/1208/0715,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,casinomega.com,Casino,,,Continental Solutions Limited B.V.,OGL/2024/1208/0715,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,zora.bet,...,,,Cre8 B.V.,OGL/2024/375/0657,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ra.bet,Spin Pin,,,Cre8 B.V.,OGL/2024/375/0657,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,top.casino,Online betting,,,Cre8 B.V.,OGL/2024/375/0657,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bitzamo-casino.org,bitzamocasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,blitz-casino.biz,blitzcasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,bounty-casino.info,bountycasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,brillx-casino.com,brillxcasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,friends-casino.vg,friendscasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,turbo-casino.plus,turbocasino,,,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,
curacao,,jugabet.com.ec,com,,,Gladia N.V.,OGL/2024/378/0652,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,evolvebets.com,EvolveBets Casino,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,hugobets.io,HugoBets Casino,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,simsinos.io,Simsinos,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,vibebet.com,vibebet,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,viggoslots.io,Online Casino & Live Casino,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,
curacao,,lotosena.com,lotosena,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,
curacao,,trilhardario.com,Apuestas en Línea,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,
curacao,,trillonario.co.cr,Apuestas en Línea,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,
curacao,,trillonario.com.mx,Apuestas en Línea,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,
curacao,,wintrillions.com,Apuestas en Línea,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,
curacao,,mgc88.cc,mgc,,,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,willbet.ai,WillBet,,,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,katon.ai,WillBet,,,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,cryptobet535.com,cryptobet,,,OnlineGaming Soft B.V.,OGL/2024/825/1106,active,"March 7, 2026",licence-matched,,not contacted,
curacao,,cybercitycasino.com,Cyber City,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,karhusino.com,karhusino,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,pelaanyt.com,Pelaanyt,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,pikapotti.com,Pikapotti,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,spinni.com,SPINNI Casino,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,vivospin.io,vivospin,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,
curacao,,atlantivegas.com,Atlantivegas,,,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,kilobet.com,KiloBet,,,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,vegas.salon,Vegas,,,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,rolletto.cc,rolletto,,,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,megajeet.com,megajeet,,,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,zizobet.com,zizobet,,,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,purecasino.co,Home,,,Windward Circle B.V.,OGL/2024/1135/0484,active,"August 14, 2026",licence-matched,,not contacted,
curacao,,oddjusta.com,OddJusta,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,punterplay.com,punterplay,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,superodds88.com,superodds88,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,tradeball.com,Tradeball,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,ok9.pro,ok,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,jun88.id,Jun88 Trang chủ chính thức Jun88.com,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,789bet.sc,789BET,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,c168.biz,C168,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,cm88.com,CM88,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,sc88.co,SC88,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,
curacao,,spark.casino,spark,,,Fun Fusion N.V.,OGL/2024/750/0202,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,mrtilt.com,MrTilt,,,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,
curacao,,pec.bet,PEC.BET,,,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,
curacao,,reipas.com,Reipas Kasino,,,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,
curacao,,keeponwin.com,Keep On Win,,,Keep On Entertainment N.V.,OGL/2024/2279/1202,active,"February 22, 2026",licence-matched,,not contacted,
curacao,,kktcroyal.com,kktcroyal,,,Keep On Entertainment N.V.,OGL/2024/2279/1202,active,"February 22, 2026",licence-matched,,not contacted,
curacao,,kazancasino.com,Kazan Casino,,,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,miki.com,Miki Casino,,,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,olimposcasino.com,olimposcasino,,,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,casino-x.com,Region restrictions,,,Pomadorro N.V.,OGL/2024/863/0412,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,ramenbet.com,Region restrictions,,,Pomadorro N.V.,OGL/2024/863/0412,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,letsgocasino.com,Best Online Casino Canada,,,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,
curacao,,vipletsgocasino.com,Best Online Casino Canada,,,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,
curacao,,winthrone.com,Online Casino Canada,,,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,
curacao,,betto.com,BETTO,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,chokwin.com,chokwin,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,coinebet.com,coinebet,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,novero.io,novero,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betper.com,Betper,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,klasbahis.com,klasbahis,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,perabet.com,Perabet,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,truvabet.com,truvabet,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,venusbet.com,venusbet,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,kitcasinos.com,kitcasinos,,,Scores55 Tech N.V.,OGL/2024/1307/0748,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,globalbahis.com,Loading...,,,TC Entertainment N.V.,OGL/2024/419/0348,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,lordspoker.com,lordspoker,,,TC Entertainment N.V.,OGL/2024/419/0348,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,22bit.com,bit,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,
curacao,,22casino.com,casino,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,
curacao,,betlabel.com,betlabel,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,
curacao,,royalxo.com,RoyalXO,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,
curacao,,safecasino.com,Safecasino,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,
curacao,,gemwin.ing,GEMWIN,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,
curacao,,nhatvip.bar,Nhatvip,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,
curacao,,sunwin.info,Sunwin,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,
curacao,,tipclub.sbs,Tipclub,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,
curacao,,zowin.cab,ZOWIN,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,
curacao,,kurdbet.net,Kurdbet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,
curacao,,mosulbet.com,Mosulbet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,
curacao,,sportarenabet.com,Sport Arena Bet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,
curacao,,ttbetarena.com,TT Bet Arena,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,
curacao,,dale-bets.com,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,fuego.casino,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,joinbet.com,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bison.win,bison,,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,
curacao,,fireball.casino,fireball,,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,
curacao,,meteoro.casino,meteoro,,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,
curacao,,playbison.com,playbison,,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,
curacao,,betwiz.com,betwiz,,,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,
curacao,,bookielink.com,BookieLink,,,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,
curacao,,betzy.io,Betzy,,,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,
curacao,,96odds.com,Odds96,,,Breakout Group B.V.,OGL/2024/391/0299,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,o96.vip,Odds96,,,Breakout Group B.V.,OGL/2024/391/0299,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,grandz.com,GrandZ Casino,,,Brightstar N.V.,OGL/2024/1455/0790,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,grandzrace.com,GrandZ Casino,,,Brightstar N.V.,OGL/2024/1455/0790,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,789club.online,789Club,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,
curacao,,hitclub.hm,Hitclub,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,
curacao,,kclub.fit,KCLUB,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,
curacao,,rikvip.mba,Rikvip,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,
curacao,,top88.ing,TOP88,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,
curacao,,kingonbet.com,kingonbet,,,Digibet N.V.,OGL/2024/1312/0525,active,"March 3, 2026",licence-matched,,not contacted,
curacao,,racetan.com,racetan,,,Digibet N.V.,OGL/2024/1312/0525,active,"March 3, 2026",licence-matched,,not contacted,
curacao,,indi3.club,Cricket Betting,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,pb007.co,Coming Soon,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,pb77exch.com,pbexch,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,pb77india.com,pbindia,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,pboffers.co,pboffers,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betx360.live,WebClientV3,,,GB Tech Services N.V.,OGL/2024/114/0135,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,dragonslots.com,Loading...,,,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,20bet.tech,Loading...,,,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,granawin.com,Loading...,,,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,nationalcasino.dev,Loading...,,,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,slotrave.com,Slotrave,,,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,gralive.win,Сайт GRA недоступний в твоєму регіоні,,,Kallila N.V.,OGL/2024/398/0495,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,stawki.win,stawki,,,Kallila N.V.,OGL/2024/398/0495,assessment in progress,"January 14, 2026",licence-matched,,not contacted,
curacao,,yep.casino,Yep Casino Official,,,Nixxe B.V.,OGL/2024/1363/0705,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,eddybetcasino.com,Play lovable Games For Money,,,Palau Holdings N.V.,OGL/2024/197/0481,active,"January 24, 2026",licence-matched,,not contacted,
curacao,,melbet-ca.com,melbetca,,,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,melbet-canada.com,melbetcanada,,,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,melbetghana.com,melbetghana,,,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,bet-40.vip,bet,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,
curacao,,elitebet.io,elitebet,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,
curacao,,puntersvip.io,puntersvip,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,
curacao,,rocketbet.com,Rocketbet Crypto Casino,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,
curacao,,ukingbet.com,ukingbet,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,
curacao,,20bet.com,Loading...,,,TechSolutions Group B.V.,OGL/2024/590/0758,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,bizzocasino.com,Loading...,,,TechSolutions Group B.V.,OGL/2024/590/0758,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,bizzocassino.com,Loading...,,,TechSolutions Group B.V.,OGL/2024/590/0758,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,nationalcasino.com,Loading...,,,TechSolutions Group B.V.,OGL/2024/590/0758,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,nationallcasino.com,Loading...,,,TechSolutions Group B.V.,OGL/2024/590/0758,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,slotoro.bet,Slotoro Official Online Casino,,,Wiraon B.V.,OGL/2024/686/0183,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,verdecasino.com,Verde Casino,,,Wiraon B.V.,OGL/2024/686/0183,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,batery.in,batery,,,YouGMedia B.V.,OGL/2024/107/0914,active,"March 7, 2026",licence-matched,,not contacted,
curacao,,batery-bet.in,baterybet,,,YouGMedia B.V.,OGL/2024/107/0914,active,"March 7, 2026",licence-matched,,not contacted,
curacao,,abcfortunazone.com,Fortunazone Slots,,,Altan N.V.,OGL/2024/596/0252,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,atomfortuna.com,Fortunazone Slots,,,Altan N.V.,OGL/2024/596/0252,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,fortunazone.com,Fortunazone Slots,,,Altan N.V.,OGL/2024/596/0252,active,"April 14, 2026",licence-matched,,not contacted,
curacao,,linebet.com,linebet,,,Aspro N.V.,OGL/2024/565/0553,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,xparibet.com,xparibet,,,Aspro N.V.,OGL/2024/565/0553,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,kultcasino.com,kultcasino,,,Bluestream N.V.,OGL/2024/1452/0706,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,sultan-wins.com,...,,,Bluestream N.V.,OGL/2024/1452/0706,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,play.verajohn.net,Vera&John,,,Breckenridge Curaçao B.V.,OGL/2024/175/0182,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,play.casinosecret.net,CasinoSecret,,,Breckenridge Curaçao B.V.,OGL/2024/175/0182,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,play.intercasino.net,InterCasino,,,Breckenridge Curaçao B.V.,OGL/2024/175/0182,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,play.yuugado.net,Yuugado,,,Breckenridge Curaçao B.V.,OGL/2024/175/0182,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,katanaspin.com,ᐈ Katanaspin,,,Caishxn Holding B.V.,OGL/2024/1546/0828,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,richroger.com,richroger,,,Caishxn Holding B.V.,OGL/2024/1546/0828,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,spinbuddha.com,ᐈ Casino Online and Mobile,,,Caishxn Holding B.V.,OGL/2024/1546/0828,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,betgcc.com,BetGCC,,,Cetus Technology N.V.,OGL/2024/408/0128,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,energiekasino.com,EnergieKasino,,,Forwell Investments B.V.,OGL/2024/1054/0509,active,"August 21, 2026",licence-matched,,not contacted,
curacao,,b52club.info,B52,,,Gladiator Holding N.V.,OGL/2024/1756/0979,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,iwin.ceo,iWin,,,Gladiator Holding N.V.,OGL/2024/1756/0979,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,nohu.gd,NOHUWIN,,,Gladiator Holding N.V.,OGL/2024/1756/0979,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,win79.online,Win79,,,Gladiator Holding N.V.,OGL/2024/1756/0979,assessment in progress,"December 24, 2025",licence-matched,,not contacted,
curacao,,playfortuna.com,playfortuna,,,Globonet B.V.,OGL/2024/367/0690,active,"April 17, 2026",licence-matched,,not contacted,
curacao,,booi.com,booi,,,Globonet B.V.,OGL/2024/367/0690,active,"April 17, 2026",licence-matched,,not contacted,
