domain,brand,tier,programme,prog_url,prog_email,prog_telegram,prog_software,prog_licence,our_email,our_operator,our_licence
tedbet.com,TedBet,exact,Bons Partners,https://affcatalog.com/en/aff-program/bons-partners/,support@bons.partners,https://telegram.me/BonsPartners,In-house,Curacao,,Owl In N.V.,OGL/2024/774/0362
theonlinecasino.com,TheOnlineCasino,exact,Income Network,https://affcatalog.com/en/aff-program/income-network/,affiliates@income-network.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
thestakehouse.io,TheStakeHouse,exact,The Stake House Affiliates,https://affcatalog.com/en/aff-program/the-stake-house-affiliates/,partners@thestakehouse.io,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
tombriches.com,TOMB RICHES,exact,King Billy Partners,https://affcatalog.com/en/aff-program/kingbilly-partners/,affiliates@kingbilly.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,SUVYD B.V.,OGL/2024/846/0501
tonyspins.com,TonySpins,exact,Shogun Affiliates,https://affcatalog.com/en/aff-program/shogun-affiliates/,affiliates@shogunaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
top-bet.com,Topbet,exact,Topbet Affiliates,https://affcatalog.com/en/aff-program/topbet-affiliates/,affiliates@topbet.co.za,https://t.me/affcatalog?product=spsidebartop,RavenTrack,Western Cape (WCGRB),,Interactive Betting N.V.,OGL/2024/537/0691
tornadobet.com,Tornadobet,exact,Stake Partners,https://affcatalog.com/en/aff-program/stake-partners/,affiliates@stakepartners.com,https://t.me/affcatalog?product=spsidebartop,,Curacao,,Media Entertainment N.V.,OGL/2024/1110/0512
trillonario.co.cr,Trillonario,exact,LottoElite Affiliates,https://affcatalog.com/en/aff-program/lottoelite-affiliates/,affiliates@lottoelite.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Legacy Eight Curacao N.V.,OGL/2024/956/0417
trillonario.com.mx,Trillonario,exact,LottoElite Affiliates,https://affcatalog.com/en/aff-program/lottoelite-affiliates/,affiliates@lottoelite.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Legacy Eight Curacao N.V.,OGL/2024/956/0417
tuskcasino.com,TuskCasino,exact,Groupartners,https://affcatalog.com/en/aff-program/groupartners/,,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,Alt.Bet. Exchange B.V.,OGL/2024/785/0229
ubet.io,Ubet,exact,Ubet Partners,https://affcatalog.com/en/aff-program/ubet-partners/,partner@ubet.kz,https://telegram.me/Ubet_Partners,Alanbase,,,BetU Curacao B.V.,OGL/2024/1064/0761
vbet.kg,Vbet,exact,Vbet Affiliates,https://affcatalog.com/en/aff-program/vbet-affiliates/,affiliates@vbet.com,https://t.me/affcatalog?product=spsidebartop,BetConstruct,"Curacao, Kansspelautoriteit (KSA), Malta (MGA), Spelinspektionen (SGA), United Kingdom (UKGC), Ukraine (PlayCity), France (ANJ)",,Radon B.V.,OGL/2024/802/0282
vegas.salon,Vegas,exact,King Partners,https://affcatalog.com/en/aff-program/king-partners/,manager@kng.partners,https://telegram.me/king_partners,In-house,Ukraine (PlayCity),,SG International N.V.,OGL/2024/379/0174
vegasaces.com,Vegas Aces,exact,RevMasters,https://affcatalog.com/en/aff-program/revmasters/,affiliate@revmasters.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Anjouan,,,
vegazcasino.com,Vegaz Casino,exact,Vegaz Casino Affiliates,https://affcatalog.com/en/aff-program/vegaz-casino-affiliates/,marketing@vegazcasino.com,https://t.me/affcatalog?product=spsidebartop,Post Affiliate Pro,Curacao,info@affpartnergroup.com,MOONSEEKER SRL,ALSI-202509006-FI1
viggoslots.io,Viggoslots,exact,Viggo Partners,https://affcatalog.com/en/aff-program/viggo-partners/,affiliates@viggoslots.com,https://t.me/affcatalog?product=spsidebartop,Gofiliate,Curacao,,HNA Gaming B.V.,OGL/2024/1191/0663
vincispin.com,VinciSpin,exact,Betmen Affiliates,https://affcatalog.com/en/aff-program/betmen-affiliates/,hello@betmenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Terdersoft B.V.,OGL/2024/1126/0521
vipcasino.online,VipCasino,exact,Casiworx Partners,https://affcatalog.com/en/aff-program/casiworx-partners/,affiliates@casiworx.partners,https://t.me/affcatalog?product=spsidebartop,Affise,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
voodoo.casino,Voodoo,exact,Heroic Affiliates,https://affcatalog.com/en/aff-program/heroic-affiliates/,affiliates@heroicaffiliates.com,https://telegram.me/heroicaff,Affilka,Curacao,,Novatrix SRL,ALSI-202508056-FI2
web.willbet.io,Willbet,exact,WillBet Partners,https://affcatalog.com/en/aff-program/willbet-partners/,affiliate@willbet.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
weezybet.com,WeezyBet,exact,Affiliates Paradise,https://affcatalog.com/en/aff-program/affiliates-paradise/,affiliates@affilaites-paradise.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Anjouan,,Geeker Technology N.V.,OGL/2024/251/0130
welle.casino,Welle,exact,Welle Partners,https://affcatalog.com/en/aff-program/welle-partners/,support@wellepartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
wild.io,Wild,exact,WildPartners,https://affcatalog.com/en/aff-program/wildpartners/,affiliates@wild.io,https://telegram.me/wildpartners_io,Affilka,Curacao,,Nonce Gaming B.V.,OGL/2024/210/0198
willbet.ai,Willbet,exact,WillBet Partners,https://affcatalog.com/en/aff-program/willbet-partners/,affiliate@willbet.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Novisoft N.V.,OGL/2024/1394/0725
winbeatz.com,Winbeatz,exact,Sparta Affiliates,https://affcatalog.com/en/aff-program/sparta-affiliates/,affiliates@spartaaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Neroblanko Tech N.V.,OGL/2024/790/0272
wincraft.casino,Wincraft,exact,Affwin Partners,https://affcatalog.com/en/aff-program/affwin-partners/,dosi@afwin.partners,https://telegram.me/affwinpartners,Alanbase,Curacao,,Casiworx N.V.,OGL/2024/1278/0497
windice.io,Windice,exact,Windice Affiliates,https://affcatalog.com/en/aff-program/windice-affiliates/,support@windice.io,https://t.me/affcatalog?product=spsidebartop,In-house,Anjouan,,,
winity.com,Winity,exact,Gambling Craft,https://affcatalog.com/en/aff-program/gambling-craft/,support@gamblingcraft.com,https://telegram.me/Gambling_craft_news,,Curacao,,Winlink B.V.,OGL/2024/886/0978
winorama.com,Winorama,exact,NetoPartners,https://affcatalog.com/en/aff-program/netopartners/,contact@netopartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA), Spain (DGOJ), United Kingdom (UKGC)",,Twino Trading N.V.,OGL/2024/882/0440
winspark.com,WinsPark,exact,NetoPartners,https://affcatalog.com/en/aff-program/netopartners/,contact@netopartners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA), Spain (DGOJ), United Kingdom (UKGC)",,Twino Trading N.V.,OGL/2024/882/0440
wintrillions.com,WinTrillions,exact,LottoElite Affiliates,https://affcatalog.com/en/aff-program/lottoelite-affiliates/,affiliates@lottoelite.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Legacy Eight Curacao N.V.,OGL/2024/956/0417
xparibet.com,Xparibet,exact,Xparibet Partners,https://affcatalog.com/en/aff-program/xparibet-partners/,b2b@xparibet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Aspro N.V.,OGL/2024/565/0553
yohoho.bet,Yohoho,exact,Yohoho Partners,https://affcatalog.com/en/aff-program/qizilbilet-partners/,support@yohoho.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Yungmetro B.V.,OGL/2024/1038/0879
allrightcasino.com,AllRight,strong,Jim Partners,https://affcatalog.com/en/aff-program/jim-partners/,support-jp@jimpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Atlantic Management B.V.,OGL/2024/1060/0472
anonymous-casino.com,Anonymous,strong,Anonymous Casino Partners,https://affcatalog.com/en/aff-program/anonymous-casino-partners/,affiliate@anonymous-casino.com,https://telegram.me/anonymouscasino,,Curacao,,,
banger.casino,Banger Casino,strong,Glory Partners,https://affcatalog.com/en/aff-program/glory-partners/,support@glory.bet,https://telegram.me/glorypartners,Alanbase,Curacao,,Bettor IO N.V.,OGL/2024/1699/1163
batery-bet.in,Batery,strong,Batery Partners,https://affcatalog.com/en/aff-program/batery-partners/,support@baterypartners.com,https://t.me/affcatalog?product=spsidebartop,AffiJet,Curacao,,YouGMedia B.V.,OGL/2024/107/0914
bounty-casino.info,Bounty,strong,Selector Partners,https://affcatalog.com/en/aff-program/selector-partners/,affilate@selector.gg,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Elsikora N.V.,OGL/2024/345/0210
brillx-casino.com,Brillx,strong,Selector Partners,https://affcatalog.com/en/aff-program/selector-partners/,affilate@selector.gg,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Elsikora N.V.,OGL/2024/345/0210
cobber-casino.tech,Cobber,strong,Fastpay Affiliates,https://affcatalog.com/en/aff-program/fastpay-affiliates/,affiliates@fastpay-casino.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
cryptobosscasino.com,CryptoBoss,strong,Combo Partners,https://affcatalog.com/en/aff-program/combo-partners/,affiliates@combopartners.online,https://telegram.me/combo_partners,Affilka,Curacao,,3-102-937046 SRL,ALSI-202509033-FI1
evolvebets.com,EvolveCasino,strong,Evolve Affiliates,https://affcatalog.com/en/aff-program/evolve-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Gofiliate,Curacao,,HNA Gaming B.V.,OGL/2024/1191/0663
fireball.casino,Fireball Casino,strong,AFFS.COM,https://affcatalog.com/en/aff-program/affs-com/,sales@affs.com,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475
friends-casino.vg,Friends,strong,Selector Partners,https://affcatalog.com/en/aff-program/selector-partners/,affilate@selector.gg,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Elsikora N.V.,OGL/2024/345/0210
galaxybetting.com,Galaxy.bet,strong,Galaxy.bet Affiliates,https://affcatalog.com/en/aff-program/galaxy-bet-affiliates/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Red Lane B.V.,OGL/2024/1065/0847
games.fortunemobilecasino.co.uk,Fortune Mobile,strong,Galaxy Affiliates,https://affcatalog.com/en/aff-program/galaxy-affiliates/,samson.rosarey@galaxyaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Gibraltar, Malta (MGA), United Kingdom (UKGC)",,,
gangsta.casino,Gangsta Casino,strong,13aff Partners,https://affcatalog.com/en/aff-program/13aff-partners/,affiliates@13aff.com,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,Boom Line B.V.,OGL/2024/599/0274
goldexcasino.live,Goldex,strong,N1 Partners,https://affcatalog.com/en/aff-program/n1-partners/,affiliates@n1.partners,https://telegram.me/n1partnersinsider,Affilka,"Curacao, Kahnawake, Malta (MGA)",,,
grandzbet.com,GrandZ,strong,Peak Gamble Affiliates,https://affcatalog.com/en/aff-program/peak-gamble-affiliates/,financial@peakgamble.com,https://t.me/affcatalog?product=spsidebartop,"MyAffiliates, ReferOn","Anjouan, Curacao, Kahnawake",,Inovaplay B.V.,OGL/2024/221/0534
hornet.bet,Hornetbet,strong,Hornetbet Partners,https://affcatalog.com/en/aff-program/hornetbet-partners/,affiliate@hornetbet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Jay Services B.V.,OGL/2024/1118/0773
howzitcasino.com,Howzit,strong,Howzit Partners,https://affcatalog.com/en/aff-program/howzit-partners/,partners@howzit.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,RegalTech Solutions Limitada,ALSI-202602046-FI2
kilogram.club,Kilogram Club,strong,Snow Dunes Partners,https://affcatalog.com/en/aff-program/sykaaa/,affilate@snowdunes.org,https://t.me/affcatalog?product=spsidebartop,In-house,"Anjouan, Curacao",,Snowdunes B.V.,OGL/2024/604/0267
larivieracasino.com,La Riviera,strong,Riviera Rewards,https://affcatalog.com/en/aff-program/riviera-rewards/,admin@rivierarewards.com,https://t.me/affcatalog?product=spsidebartop,,No license,,Galactic Investments B.V.,OGL/2024/1323/0734
luckybirdcasino.com,Lucky Bird,strong,Jim Partners,https://affcatalog.com/en/aff-program/jim-partners/,support-jp@jimpartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Atlantic Management B.V.,OGL/2024/1060/0472
m.revolutionaffiliates.com,Revolution,strong,Revolution Affiliates,https://affcatalog.com/en/aff-program/revolution-affiliates/,support@revolutionaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Anjouan, Curacao",,,
malibuclubcasino.io,Malibuclub,strong,Zoom Affiliates,https://affcatalog.com/en/aff-program/zoom-affiliates/,affiliates@zoomaffiliates.io,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Audeo N.V.,OGL/2024/1534/0834
metaspinscasino.live,Metaspins,strong,3rd Wave Affiliates,https://affcatalog.com/en/aff-program/3rd-wave-affiliates/,partners@3rdwaveaffiliates.com,https://telegram.me/Affiliates_3rd_Wave,Affilka,Curacao,,,
nolimit.bet,NoLimitBet,strong,Hero Partners,https://affcatalog.com/en/aff-program/hero-partners/,affiliates@herogaming.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Curacao, Kahnawake",,NovaWave Technology N.V.,OGL/2024/547/0446
nolimit.com,NoLimitBet,strong,Hero Partners,https://affcatalog.com/en/aff-program/hero-partners/,affiliates@herogaming.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Curacao, Kahnawake",,Fuego Mediatech Ltd,ALSI-202602003-FI1
rocketbet.com,Rocket,strong,Newgen Affiliates,https://affcatalog.com/en/aff-program/newgen-affiliates/,partners@newgenaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Affilka,"Curacao, Malta (MGA)",,R. Bostock Enterprises B.V.,OGL/2024/1067/0640
selector-casino.net,Selector,strong,Selector Partners,https://affcatalog.com/en/aff-program/selector-partners/,affilate@selector.gg,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Selector Group N.V.,OGL/2024/755/0908
shambalacasino.media,Shambala,strong,Partners Casino,https://affcatalog.com/en/aff-program/partners-casino/,affiliates@partners.casino,https://telegram.me/partners_casinos,Affilka,Curacao,,,
shangrilalive.com,Shangri La Live Casino,strong,Shangri La Affiliates,https://affcatalog.com/en/aff-program/shangri-la-affiliates/,support@shangrilalive.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,InterStorm (Curaçao) N.V,OGL/2024/106/0170
snatchcasino.com,Snatch,strong,iWild Partners,https://affcatalog.com/en/aff-program/iwild-partners/,info@iwildpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Goodwin N.V.,OGL/2024/758/0228
snatchcasino.io,Snatch,strong,iWild Partners,https://affcatalog.com/en/aff-program/iwild-partners/,info@iwildpartners.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
stardacasino.life,Starda,strong,Royal Partners,https://affcatalog.com/en/aff-program/royal-partners/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
stawki.win,StawkiBet,strong,Win-Offers,https://affcatalog.com/en/aff-program/win-offers/,info@win-offers.com,,In-house,"Curacao, Kahnawake",,Kallila N.V.,OGL/2024/398/0495
vespercasino.com,Vesper,strong,Props Partners,https://affcatalog.com/en/aff-program/props-partners/,,https://t.me/affcatalog?product=spsidebartop,Post Affiliate Pro,Curacao,,FairGame G.P. N.V.,OGL/2024/1673/0915
winadaycasino.eu,Win A Day,strong,Slotland Affiliates,https://affcatalog.com/en/aff-program/slotland-affiliates/,program@slotlandaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Anjouan,,,
zipangcasino.com,Zipang,strong,Dodon Partners,https://affcatalog.com/en/aff-program/dodon-partners/,support@dodonpartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,Osmila N.V.,OGL/2024/1276/0583
1royspins1.com,RoySpins,weak,Welle Partners,https://affcatalog.com/en/aff-program/welle-partners/,support@wellepartners.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
1xcasino-af.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-ar.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-asia.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-bangladesh.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-bd.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-kr.com,CasinOK,weak,CasinOK Affiliates,https://affcatalog.com/en/aff-program/casinok-affiliates/,affiliate@casinok.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-latam.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-sng.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
1xcasino-st.com,1xCasino,weak,1xCasino Partners,https://affcatalog.com/en/aff-program/1xcasino-partners/,,https://telegram.me/partners_1XC,In-house,Curacao,,Caecus N.V.,OGL/2024/1262/0493
7.bet,Avalon 78,weak,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,,
777spins.online,77Spins,weak,CrystalWG Partners,https://affcatalog.com/en/aff-program/crystalwg-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA)",,Turn1 B.V.,OGL/2024/236/0117
7spin.com,77Spins,weak,CrystalWG Partners,https://affcatalog.com/en/aff-program/crystalwg-partners/,,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Curacao, Malta (MGA)",,Plustar N.V.,OGL/2024/138/0289
8.io,Avalon 78,weak,Playamo Partners,https://affcatalog.com/en/aff-program/playamopartners/,affiliates@playamopartners.com,https://telegram.me/playamo_partners_official,NetRefer,"Curacao, Malta (MGA)",,Adda Entertainment NV,OGL/2023/142/0073
8bet.co.sz,Q88bets,weak,MithiAffiliates,https://affcatalog.com/en/aff-program/mithiaffiliates/,affiliates@mithiaffiliates.com,https://t.me/affcatalog?product=spsidebartop,RevMapper,"Malta (MGA), United Kingdom (UKGC)",,Trickless N.V,OGL/2024/139/0125
8win.com.my,BK8 Win,weak,BK8 Affiliate,https://affcatalog.com/en/aff-program/bk8-affiliate/,affiliate.global@bk8.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,3-102-946565 SRL,ALSI-202511031-FI2
a5.winvegasplus-line.com,Vegas Plus,weak,Ultra Partners,https://affcatalog.com/en/aff-program/ultra-partners/,,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
abcfortunazone.com,Fortunazo,weak,Growe Partners,https://affcatalog.com/en/aff-program/growe-partners/,support@growe.partners,https://telegram.me/growepartners,,,,Altan N.V.,OGL/2024/596/0252
africa-bizbet.com,BizBet,weak,Bizbet Partners,https://affcatalog.com/en/aff-program/bizbet-partners/,support@bizbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,support-en@africa-bizbet.com,Gameway Global LLC,ALSI-202511025-FI2
apuesto.com,Te Apuesto,weak,TeApuesto Affiliates,https://affcatalog.com/en/aff-program/teapuesto-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Income Access,Peru (MINCETUR),,Media Entertainment N.V.,OGL/2024/1110/0512
atomfortuna.com,Fortuna,weak,Fortuna Affiliates,https://affcatalog.com/en/aff-program/fortuna-affiliates/,affiliates@feg.eu,https://t.me/affcatalog?product=spsidebartop,Mexos,Romania (ONJN),,Altan N.V.,OGL/2024/596/0252
avocasino37.com,AvoCasino,weak,Avocasino Partners,https://affcatalog.com/en/aff-program/avocasino-partners/,,https://t.me/affcatalog?product=spsidebartop,Affilka,Anjouan,,,
bahis.com,MobilBahis,weak,Neat Affiliates,https://affcatalog.com/en/aff-program/neat-affiliates/,hello@neataffiliates.com,https://t.me/affcatalog?product=spsidebartop,"MyAffiliates, NetRefer","Curacao, Malta (MGA)",,Galactic Infinity Ltd,ALSI-202511048-FI2
bcgame-freespin.com,BC.Game,weak,BC.Game Affiliates,https://affcatalog.com/en/aff-program/bc-game-affiliates/,support@bc.game,https://t.me/affcatalog?product=spsidebartop,Affilka,"Anjouan, Nigeria",,,
bet4.cl,Bet442,weak,BigWin Affiliates,https://affcatalog.com/en/aff-program/bigwin-affiliates/,info@bigwinaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Alderney (AGCC), Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,Media4 Curaçao N.V.,OGL/2024/1510/0839
bet4win.net,1BET4WIN,weak,1Bet 4Win Partners,https://affcatalog.com/en/aff-program/1bet-4win-partners/,affiliate@1b4w.partners,https://t.me/affcatalog?product=spsidebartop,,,,UnityBet B.V.,OGL/2024/1994/1120
betcoin.ag,Betcoin.ag,weak,BetcoinPartners,https://affcatalog.com/en/aff-program/betrpartners/,support@paybetr.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,,
betistar.com,Betista,weak,Luck Partners,https://affcatalog.com/en/aff-program/luck-partners/,,https://t.me/affcatalog?product=spsidebartop,ReferOn,"Curacao, Tobique (TGC)",,Final Enterprises N.V.,OGL/2024/420/0675
betja.com,Betjara,weak,Affiliate Park,https://affcatalog.com/en/aff-program/highbet-affiliate/,affiliate@highbet.com,,MyAffiliates,"Nigeria, United Kingdom (UKGC)",,Swervy International B.V.,OGL/2024/1340/0996
betmac3.com,Betmac,weak,Hodl Partners,https://affcatalog.com/en/aff-program/hodl-partners/,info@hodl.partners.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,,
betpro.hn,BetProfessor,weak,BetWonderland,https://affcatalog.com/en/aff-program/betwonderland/,affiliates@betwonderland.com.au,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Victorian (VBA), Victorian (VGCCC)",,Trickless N.V,OGL/2024/139/0125
betrepublic1.com,BetRepublic,weak,KNG Partners,https://affcatalog.com/en/aff-program/kng-partners/,affiliates@kngpartners.com,https://t.me/affcatalog?product=spsidebartop,ReferOn,"Anjouan, Philippines (PAGCOR)",,,
betss.com,Betsson,weak,Betsson Group Affiliates,https://affcatalog.com/en/aff-program/betsson-group-affiliates/,affiliateduediligence@betssongroup.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,"Malta (MGA), Spelinspektionen (SGA)",,Ceylonite Ltd,ALSI-202603025-FI1
betto.com,bettogoal,weak,Bettogoal Affiliates,https://affcatalog.com/en/aff-program/bettogoal-affiliates/,,https://t.me/affcatalog?product=spsidebartop,BetConstruct,Curacao,,Rail Solutions Group B.V.,OGL/2024/788/0550
bigboost-in.com,Big Boost,weak,Rhino Affiliates,https://affcatalog.com/en/aff-program/rhino-affiliates/,affiliates@rhinoaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,White Star B.V.,OGL/2023/159/0076
bigwin.com,BigWins,weak,Moonrocket Affiliates,https://affcatalog.com/en/aff-program/moonrocket-affiliates/,contact@moonrocketaffiliates.com,https://telegram.me/+-li2G8gL_H0xYjI8,Cellxpert,Curacao,,EastPoint Operations B.V.,OGL/2024/1093/0504
bison.win,Bison Casino,weak,AFFS.COM,https://affcatalog.com/en/aff-program/affs-com/,sales@affs.com,https://t.me/affcatalog?product=spsidebartop,MAP,Curacao,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475
bitkingzredirect.com,BitKingz,weak,Wolfpack Partners,https://affcatalog.com/en/aff-program/wolfpack-partners/,affiliates@wolfpack.partners,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,,
bizbet-au.com,BizBet,weak,Bizbet Partners,https://affcatalog.com/en/aff-program/bizbet-partners/,support@bizbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Gameway Global LLC,ALSI-202511025-FI2
bizbet-biz.com,BizBet,weak,Bizbet Partners,https://affcatalog.com/en/aff-program/bizbet-partners/,support@bizbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,support-en@bizbet-biz.com,Gameway Global LLC,ALSI-202511025-FI2
blaze.bet.br,PIN-UP Bet,weak,PIN-UP Partners,https://affcatalog.com/en/aff-program/pin-up-partners/,affiliates@pin-up.partners,https://telegram.me/pinupaff,,,,Prolific Trade N.V.,OGL/2024/1415/0636
blue.game,Bluechip,weak,Bluechip Partners,https://affcatalog.com/en/aff-program/bluechip-partners/,hello@bluechip.partners,https://telegram.me/bluechippartners_bot,EveryMatrix,Curacao,,Pistis Trade N.V.,OGL/2024/1670/1153
bogartcasino.ag,ArtCasino,weak,Memato Group,https://affcatalog.com/en/aff-program/memato-group/,partners@mematogroup.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,International Radical Investment Ltd,ALSI-202509042-FI1
bufonbet.com,FonBet,weak,Fonbet Partners,https://affcatalog.com/en/aff-program/fonbet-partners/,,https://telegram.me/Fonbet_Partners,,,,OW Internacional Ltd,ALSI-202512013-FI1
bullchance.com,Chance,weak,Tipsport Partners,https://affcatalog.com/en/aff-program/tipsport-partners/,affiliate@tipsport.cz,https://t.me/affcatalog?product=spsidebartop,In-house,"Czech Republic, Slovakia (URHH)",,Softclub N.V.,OGL/2024/2327/1196
bz.com,Bzeebet,weak,ZeePartners,https://affcatalog.com/en/aff-program/zeepartners/,support@zeepartners.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,"Malta (MGA), United Kingdom (UKGC)",,Genco Pura B.V.,OGL/2024/1496/0934
candy.casino,Candy Land,weak,TrueDynasty,https://affcatalog.com/en/aff-program/truedynasty-affiliates/,contact@truedynastyaffiliates.com,https://t.me/affcatalog?product=spsidebartop,Cellxpert,Curacao,,WoT N.V.,OGL/2024/452/0687
casinaga.com,Casina,weak,Bro Partners,https://affcatalog.com/en/aff-program/bro-partners/,contact@bropartners.com,https://t.me/affcatalog?product=spsidebartop,ReferOn,"Curacao, Tobique (TGC)",,Terdersoft B.V.,OGL/2024/1126/0521
casinoda.com,Casino Days,weak,Rhino Affiliates,https://affcatalog.com/en/aff-program/rhino-affiliates/,affiliates@rhinoaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,Elfy Interactive B.V.,OGL/2024/1279/0531
