source,tier,domain,brand,email,email_source,operator,licence,licence_status,expiry,confidence,flag,status,contacted_on,recheck_verdict,recheck_live,recheck_http,recheck_title,recheck_reason,recheck_date
curacao,,ra.bet,Spin Pin,,,Cre8 B.V.,OGL/2024/375/0657,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Spin Pin,,2026-08-14
curacao,,top.casino,Online betting,,,Cre8 B.V.,OGL/2024/375/0657,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Online betting | Best sports betting site,,2026-08-14
curacao,,bitzamo-casino.org,bitzamocasino,support@bitzamo-casino.org,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,"Битзамо официальный сайт ✔️ Войти и играть онлайн на деньги в bitzamo.com, скачать автомат",,2026-08-14
curacao,,blitz-casino.biz,blitzcasino,support@blitz-casino.biz,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,"Блитз официальный сайт ✔️ Войти и играть онлайн на деньги в blitz.red, скачать автоматы бе",,2026-08-14
curacao,,bounty-casino.info,bountycasino,support@bounty-casino.info,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,gone,no,,,DNS does not resolve,2026-08-14
curacao,,brillx-casino.com,brillxcasino,support@brillx-casino.com,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,"Брилкс официальный сайт ✔️ Войти и играть онлайн на деньги в brillx.gg, скачать автоматы б",,2026-08-14
curacao,,friends-casino.vg,friendscasino,support@friends-casino.vg,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,"Френдс официальный сайт ✔️ Войти и играть онлайн на деньги в friends-casino.com, скачать а",,2026-08-14
curacao,,turbo-casino.plus,turbocasino,support@turbo-casino.plus,site-affiliate-page,Elsikora N.V.,OGL/2024/345/0210,active,"March 26, 2026",licence-matched,,not contacted,,live,yes,200,"Турбо официальный сайт ✔️ Войти и играть онлайн на деньги в turbo-casino.gg, скачать автом",,2026-08-14
curacao,,jugabet.com.ec,com,support@growe.partners,affcatalog:Growe Partners,Gladia N.V.,OGL/2024/378/0652,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,evolvebets.com,EvolveBets Casino,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,,live,yes,200,EvolveBets Casino: Online Casino & Sports Betting,,2026-08-14
curacao,,hugobets.io,HugoBets Casino,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,,live,yes,200,"HugoBets Casino – Online Slots, Live Dealers & Sports",,2026-08-14
curacao,,simsinos.io,Simsinos,affiliates@simsinos.com,affcatalog:Simsino Partners,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,,live,yes,200,Simsinos: Online Casino & Sports Betting - Wager Free Bonuses,,2026-08-14
curacao,,vibebet.com,vibebet,,,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,viggoslots.io,Online Casino & Live Casino,affiliates@viggoslots.com,affcatalog:Viggo Partners,HNA Gaming B.V.,OGL/2024/1191/0663,active,"March 12, 2026",licence-matched,,not contacted,,live,yes,200,Online Casino & Live Casino | Play to Win | ViggoSlots,,2026-08-14
curacao,,lotosena.com,lotosena,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,,live,yes,200,Win millions online with our lotteries and casino games,,2026-08-14
curacao,,trilhardario.com,Apuestas en Línea,,,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,,live,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,2026-08-14
curacao,,trillonario.co.cr,Apuestas en Línea,affiliates@lottoelite.com,affcatalog:LottoElite Affiliates,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,,live,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,2026-08-14
curacao,,trillonario.com.mx,Apuestas en Línea,affiliates@lottoelite.com,affcatalog:LottoElite Affiliates,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,,live,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,2026-08-14
curacao,,wintrillions.com,Apuestas en Línea,affiliates@lottoelite.com,affcatalog:LottoElite Affiliates,Legacy Eight Curacao N.V.,OGL/2024/956/0417,active,"February 7, 2026",licence-matched,,not contacted,,live,yes,200,Apuestas en Línea - Lotería Online y Juegos de Casino,,2026-08-14
curacao,,mgc88.cc,mgc,,,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,willbet.ai,WillBet,affiliate@willbet.com,affcatalog:WillBet Partners,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"WillBet: Sports, Casino & Crypto Games - Global Online Entertainment",,2026-08-14
curacao,,katon.ai,WillBet,,,Novisoft N.V.,OGL/2024/1394/0725,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,gone,no,502,,HTTP 502,2026-08-14
curacao,,cryptobet535.com,cryptobet,,,OnlineGaming Soft B.V.,OGL/2024/825/1106,active,"March 7, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,cybercitycasino.com,Cyber City,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,cybercity,,2026-08-14
curacao,,karhusino.com,karhusino,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,karhusino,,2026-08-14
curacao,,pelaanyt.com,Pelaanyt,moi@pelaanyt.com,site-contact-page,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,Pelaanyt,,2026-08-14
curacao,,pikapotti.com,Pikapotti,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,Pikapotti – Fast Finnish Online Casino,,2026-08-14
curacao,,spinni.com,SPINNI Casino,info@casimba-affiliates.com,affcatalog:Casimba Affiliates,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,SPINNI Casino | Play the Best Online Casino Games & Slots,,2026-08-14
curacao,,vivospin.io,vivospin,,,Play Smart ENT B.V.,OGL/2024/649/0442,active,"April 3, 2026",licence-matched,,not contacted,,live,yes,200,,TimeoutError,2026-08-14
curacao,,atlantivegas.com,Atlantivegas,support@atlantivegassupport.com,site-contact-page,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Atlantivegas,,2026-08-14
curacao,,kilobet.com,KiloBet,support@kilobetsupport.com,site-affiliate-page,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,KiloBet,,2026-08-14
curacao,,vegas.salon,Vegas,manager@kng.partners,affcatalog:King Partners,SG International N.V.,OGL/2024/379/0174,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,blocked,no,403,,HTTP 403,2026-08-14
curacao,,rolletto.cc,rolletto,,,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"Sports & eSports Online Betting, Live Casino, Slots & Table Game | Rolletto",,2026-08-14
curacao,,megajeet.com,megajeet,support@megajeet.com,site-affiliate-page,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,zizobet.com,zizobet,affiliate@zizobet.com,site-affiliate-page,Santeda International B.V.,OGL/2024/1798/1048,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,purecasino.co,Home,,,Windward Circle B.V.,OGL/2024/1135/0484,active,"August 14, 2026",licence-matched,,not contacted,,live,yes,200,Home,,2026-08-14
curacao,,oddjusta.com,OddJusta,suporte@oddjusta.com,site-affiliate-page,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,OddJusta - Premier Betting Exchange Platform,,2026-08-14
curacao,,punterplay.com,punterplay,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,superodds88.com,superodds88,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,superodds88 - Best-In-Class Sports Trading Platform for Professional Betting,,2026-08-14
curacao,,tradeball.com,Tradeball,,,A2F B.V.,OGL/2024/298/0109,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,Tradeball,,2026-08-14
curacao,,ok9.pro,ok,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,jun88.id,Jun88 Trang chủ chính thức Jun88.com,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,Jun88 Trang chủ chính thức Jun88.com,,2026-08-14
curacao,,789bet.sc,789BET,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,"789BET - Đăng Ký, Đăng Nhập Trang Chủ 789BET.COM #1 Châu Á",,2026-08-14
curacao,,c168.biz,C168,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,"C168 - Đăng Ký, Đăng Nhập Trang Chủ C168.COM Uy Tín #1 Châu Á",,2026-08-14
curacao,,cm88.com,CM88,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,live,yes,200,"CM88 - Đăng Ký, Đăng Nhập Trang Chủ CM88, Giới Thiệu Bạn +200K",,2026-08-14
curacao,,sc88.co,SC88,,,Cyber Labs B.V.,OGL/2024/1696/1055,active,"March 13, 2026",licence-matched,,not contacted,,gone,no,,,DNS does not resolve,2026-08-14
curacao,,spark.casino,spark,,,Fun Fusion N.V.,OGL/2024/750/0202,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,URLError,2026-08-14
curacao,,mrtilt.com,MrTilt,,,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,,live,yes,200,MrTilt,,2026-08-14
curacao,,pec.bet,PEC.BET,affiliate@pec.bet,site-affiliate-page,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,,live,yes,200,PEC.BET | Online Casino & Sports Betting,,2026-08-14
curacao,,reipas.com,Reipas Kasino,,,GP Holding B.V.,OGL/2024/1326/0684,active,"April 17, 2026",licence-matched,,not contacted,,live,yes,200,Reipas Kasino | Nettikasino,,2026-08-14
curacao,,keeponwin.com,Keep On Win,support@keeponwin.com,site-contact-page,Keep On Entertainment N.V.,OGL/2024/2279/1202,active,"February 22, 2026",licence-matched,,not contacted,,live,yes,200,Keep On Win - Ana Sayfa,,2026-08-14
curacao,,kktcroyal.com,kktcroyal,,,Keep On Entertainment N.V.,OGL/2024/2279/1202,active,"February 22, 2026",licence-matched,,not contacted,,live,yes,200,En güvenilir ve kaliteli Casino KKTC Royal,,2026-08-14
curacao,,kazancasino.com,Kazan Casino,,,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Kazan Casino | Best Online Casino Games and Bonuses,,2026-08-14
curacao,,miki.com,Miki Casino,affiliates@vlpartners.com,affcatalog:VL Partners,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Miki Casino | Best Online Casino Games and Bonuses,,2026-08-14
curacao,,olimposcasino.com,olimposcasino,,,Novi B.V.,OGL/2024/1288/0542,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Krallar gibi oyna Olimpos'un şansını yakala!,,2026-08-14
curacao,,casino-x.com,Region restrictions,support@poshfriends.com,affcatalog:PoshFriends,Pomadorro N.V.,OGL/2024/863/0412,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Region restrictions,,2026-08-14
curacao,,ramenbet.com,Region restrictions,support@poshfriends.com,affcatalog:PoshFriends,Pomadorro N.V.,OGL/2024/863/0412,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Region restrictions,,2026-08-14
curacao,,letsgocasino.com,Best Online Casino Canada,partners@letsgocasino.com,affcatalog:Letsgo Affiliate Partners,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,,live,yes,200,Best Online Casino Canada - Let’s Go Casino | Hit the Jackpot,,2026-08-14
curacao,,vipletsgocasino.com,Best Online Casino Canada,,,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,,live,yes,200,Best Online Casino Canada - Let’s Go Casino | Hit the Jackpot,,2026-08-14
curacao,,winthrone.com,Online Casino Canada,,,Progress Path Co N.V.,OGL/2024/1113/0517,active,"July 24, 2026",licence-matched,,not contacted,,live,yes,200,Online Casino Canada | Winthrone Casino,,2026-08-14
curacao,,betto.com,BETTO,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,BETTO | New place for betting,,2026-08-14
curacao,,chokwin.com,chokwin,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,coinebet.com,coinebet,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,novero.io,novero,,,Rail Solutions Group B.V.,OGL/2024/788/0550,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,betper.com,Betper,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Betper - En İyi Spor Bahisleri Oranları ve Canlı Casino - Betper Giriş,,2026-08-14
curacao,,klasbahis.com,klasbahis,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,"Klasbahis Giriş, Klasbahis Yeni ve Güncel Adresi - Klasbahis",,2026-08-14
curacao,,perabet.com,Perabet,support@perabet.com,site-affiliate-page,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Perabet - Top Bitcoin & Crypto Casino!,,2026-08-14
curacao,,truvabet.com,truvabet,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,venusbet.com,venusbet,,,SXM Management N.V.,OGL/2024/777/0365,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,venusbet,,2026-08-14
curacao,,kitcasinos.com,kitcasinos,,,Scores55 Tech N.V.,OGL/2024/1307/0748,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,globalbahis.com,Loading...,,,TC Entertainment N.V.,OGL/2024/419/0348,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Loading...,,2026-08-14
curacao,,lordspoker.com,lordspoker,,,TC Entertainment N.V.,OGL/2024/419/0348,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,22bit.com,bit,support-en@22bit.com,site-contact-page,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,22casino.com,casino,support@22betpartners.com,affcatalog:22Bet Partners,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,betlabel.com,betlabel,support@22betpartners.com,affcatalog:22Bet Partners,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,royalxo.com,RoyalXO,,,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,,live,yes,200,RoyalXO,,2026-08-14
curacao,,safecasino.com,Safecasino,support@22betpartners.com,affcatalog:22Bet Partners,Techwave B.V.,OGL/2024/1653/0930,active,"April 16, 2026",licence-matched,,not contacted,,live,yes,200,Safecasino,,2026-08-14
curacao,,gemwin.ing,GEMWIN,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,,live,yes,200,GEMWIN - Tải App Game Bài Đổi Thưởng Đại Phú Quý 2025,,2026-08-14
curacao,,nhatvip.bar,Nhatvip,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,,live,yes,200,Nhatvip - Thiên đường cờ bạc hàng đầu Việt Nam | Link tải Nhatvip,,2026-08-14
curacao,,sunwin.info,Sunwin,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,,live,yes,200,Sunwin – Official Online Entertainment Platform,,2026-08-14
curacao,,tipclub.sbs,Tipclub,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,,live,yes,200,"Tipclub | Tải Game Tip Club, Game Bài Đổi Thưởng Uy Tín Số 1 Châu Á",,2026-08-14
curacao,,zowin.cab,ZOWIN,,,Amadeus Technology B.V,OGL/2024/1272/1143,active,"May 18, 2026",licence-matched,,not contacted,,live,yes,200,ZOWIN - Tải Game Bài Đổi Thưởng Zowin Ios/Android/APK 2026,,2026-08-14
curacao,,kurdbet.net,Kurdbet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,Kurdbet,,2026-08-14
curacao,,mosulbet.com,Mosulbet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,Mosulbet,,2026-08-14
curacao,,sportarenabet.com,Sport Arena Bet,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,Sport Arena Bet,,2026-08-14
curacao,,ttbetarena.com,TT Bet Arena,,,Arena Sports Entertainment N.V.,OGL/2024/833/1005,active,"May 23, 2026",licence-matched,,not contacted,,live,yes,200,TT Bet Arena,,2026-08-14
curacao,,dale-bets.com,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,...,,2026-08-14
curacao,,fuego.casino,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,...,,2026-08-14
curacao,,joinbet.com,...,,,Bespinex N.V.,OGL/2024/1563/0831,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,gone,no,451,,HTTP 451,2026-08-14
curacao,,bison.win,bison,support@playbison.com,site-affiliate-page,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,fireball.casino,fireball,support@fireball.casino,site-affiliate-page,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,meteoro.casino,meteoro,,,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,playbison.com,playbison,support@playbison.com,site-affiliate-page,Betelgeuse Entertainment B.V.,OGL/2024/1062/0475,active,"March 17, 2026",licence-matched,,not contacted,,gone,no,451,,HTTP 451,2026-08-14
curacao,,betwiz.com,betwiz,info@betwiz.com,site-affiliate-page,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,bookielink.com,BookieLink,,,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,,live,yes,200,BookieLink | One Account for Betting in Italy & Albania,,2026-08-14
curacao,,betzy.io,Betzy,,,Blueinic B.V.,OGL/2024/314/1090,active,"June 16, 2026",licence-matched,,not contacted,,live,yes,200,"Betzy - Sports Betting, Casino, and More on One Platform",,2026-08-14
curacao,,96odds.com,Odds96,,,Breakout Group B.V.,OGL/2024/391/0299,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Odds96,,2026-08-14
curacao,,o96.vip,Odds96,,,Breakout Group B.V.,OGL/2024/391/0299,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Odds96,,2026-08-14
curacao,,grandz.com,GrandZ Casino,financial@peakgamble.com,affcatalog:Peak Gamble Affiliates,Brightstar N.V.,OGL/2024/1455/0790,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,GrandZ Casino | Online Casino 2026,,2026-08-14
curacao,,grandzrace.com,GrandZ Casino,,,Brightstar N.V.,OGL/2024/1455/0790,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,GrandZ Casino | Online Casino 2026,,2026-08-14
curacao,,789club.online,789Club,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,789Club – Official Online Platform | Operated by DG Innovations B.V.,,2026-08-14
curacao,,hitclub.hm,Hitclub,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,Hitclub – Official Online Platform | Operated by DG Innovations B.V.,,2026-08-14
curacao,,kclub.fit,KCLUB,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,KCLUB - Cổng game giải trí hàng đầu châu Á!,,2026-08-14
curacao,,rikvip.mba,Rikvip,,,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,Rikvip – Official Online Platform | Operated by DG Innovations B.V.,,2026-08-14
curacao,,top88.ing,TOP88,support@top88.ing,site-contact-page,DG Innovations B.V.,OGL/2024/1273/1142,active,"May 25, 2026",licence-matched,,not contacted,,live,yes,200,"TOP88 - Link tải game Top 88, đăng ký, đăng nhập chính thức",,2026-08-14
curacao,,kingonbet.com,kingonbet,,,Digibet N.V.,OGL/2024/1312/0525,active,"March 3, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,racetan.com,racetan,,,Digibet N.V.,OGL/2024/1312/0525,active,"March 3, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,indi3.club,Cricket Betting,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Cricket Betting - Login to INDIBET #1 Cricket Betting Site & App,,2026-08-14
curacao,,pb007.co,Coming Soon,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Coming Soon,,2026-08-14
curacao,,pb77exch.com,pbexch,ask@pb77.co,site-contact-page,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,pb77india.com,pbindia,ask@pb77.co,site-contact-page,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,pboffers.co,pboffers,,,Evelnex B.V.,OGL/2024/921/0845,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
curacao,,betx360.live,WebClientV3,,,GB Tech Services N.V.,OGL/2024/114/0135,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,WebClientV3,,2026-08-14
curacao,,dragonslots.com,Loading...,affiliates@playamopartners.com,affcatalog:Playamo Partners,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Loading...,,2026-08-14
curacao,,20bet.tech,Loading...,affiliates@playamopartners.com,affcatalog:Playamo Partners,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Loading...,,2026-08-14
curacao,,granawin.com,Loading...,affiliates@playamopartners.com,affcatalog:Playamo Partners,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Loading...,,2026-08-14
curacao,,nationalcasino.dev,Loading...,affiliates@playamopartners.com,affcatalog:Playamo Partners,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Loading...,,2026-08-14
curacao,,slotrave.com,Slotrave,support@slotrave.com,site-contact-page,Innovex B.V.,OGL/2024/1769/1016,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,200,Slotrave,,2026-08-14
curacao,,gralive.win,Сайт GRA недоступний в твоєму регіоні,,,Kallila N.V.,OGL/2024/398/0495,assessment in progress,"January 14, 2026",licence-matched,,not contacted,,live,yes,200,Сайт GRA недоступний в твоєму регіоні,,2026-08-14
curacao,,stawki.win,stawki,info@win-offers.com,affcatalog:Win-Offers,Kallila N.V.,OGL/2024/398/0495,assessment in progress,"January 14, 2026",licence-matched,,not contacted,,live,yes,200,Сайт Stawki недоступний в твоєму регіоні,,2026-08-14
curacao,,yep.casino,Yep Casino Official,,,Nixxe B.V.,OGL/2024/1363/0705,active,"April 14, 2026",licence-matched,,not contacted,,live,yes,200,"Yep Casino Official | €3,000 Bonus + 300 Free Spins",,2026-08-14
curacao,,eddybetcasino.com,Play lovable Games For Money,,,Palau Holdings N.V.,OGL/2024/197/0481,active,"January 24, 2026",licence-matched,,not contacted,,live,yes,200,Play lovable Games For Money,,2026-08-14
curacao,,melbet-ca.com,melbetca,,,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,gone,no,451,,HTTP 451,2026-08-14
curacao,,melbet-canada.com,melbetcanada,,,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,live,yes,203,,,2026-08-14
curacao,,melbetghana.com,melbetghana,info-en@melbetghana.com,site-contact-page,Pelican Entertainment B.V.,OGL/2024/561/0554,assessment in progress,"December 24, 2025",licence-matched,,not contacted,,gone,no,451,,HTTP 451,2026-08-14
curacao,,bet-40.vip,bet,support@bet-40.vip,site-contact-page,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,,live,yes,200,Bet40 - Sportsbook and Casino,,2026-08-14
curacao,,elitebet.io,elitebet,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,,live,yes,200,Elite Bet,,2026-08-14
curacao,,puntersvip.io,puntersvip,,,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,active,"April 21, 2026",licence-matched,,not contacted,,live,yes,200,,,2026-08-14
